mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1.9643629391988118,0.028874404029843863,0.1161953608194987,0.001014655792199525,balanced_subsample,47,sqrt,3,5,211,42,"{'class_weight': 'balanced_subsample', 'max_depth': 47, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 211, 'random_state': 42}",0.9931218006528891,0.9928455294879773,0.9887380359542262,0.9915684553650309,0.0020045842411724702,8
1.7989049752553303,0.011959307793152988,0.1138298511505127,0.005896804710255405,,48,sqrt,2,5,226,42,"{'class_weight': None, 'max_depth': 48, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 226, 'random_state': 42}",0.9930170081420605,0.99255338066991,0.9891901702189986,0.991586853010323,0.0017052475694956416,6
1.6868259112040203,0.09136972375683927,0.1635876496632894,0.0072026803986045985,balanced_subsample,38,log2,1,5,161,42,"{'class_weight': 'balanced_subsample', 'max_depth': 38, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 161, 'random_state': 42}",0.9925629072618034,0.9921612026369607,0.9899861812485274,0.9915700970490972,0.0011319403985710801,7
1.2943228085835774,0.0806698587372569,0.1982111930847168,0.014352250136233475,,29,log2,4,4,177,42,"{'class_weight': None, 'max_depth': 29, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 177, 'random_state': 42}",0.99181983309411,0.9914197162345828,0.9871778543363496,0.9901391345550142,0.002100302958370504,19
1.3016522725423176,0.17149960699851688,0.192750612894694,0.05095051497072681,balanced,48,sqrt,4,4,161,42,"{'class_weight': 'balanced', 'max_depth': 48, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 4, 'n_estimators': 161, 'random_state': 42}",0.9918198330941099,0.9910037217218997,0.9872606394834207,0.9900280647664768,0.001985025854732746,20
1.6800583998362224,0.05717534002170462,0.1481777826944987,0.022018267010529963,,39,sqrt,1,5,198,42,"{'class_weight': None, 'max_depth': 39, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 198, 'random_state': 42}",0.9934933377367359,0.9921199207387554,0.9899320524985195,0.991848436991337,0.001466507348730045,1
1.894331932067871,0.06747962478546161,0.11362504959106445,0.022509972849413338,balanced_subsample,37,log2,4,5,201,42,"{'class_weight': 'balanced_subsample', 'max_depth': 37, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 201, 'random_state': 42}",0.9927534390996736,0.9909052802723334,0.9885947539689109,0.990751157780306,0.0017012702726919848,14
1.7203729152679443,0.03556548833854965,0.1515657107035319,0.0075472882320936,balanced,42,log2,3,5,255,42,"{'class_weight': 'balanced', 'max_depth': 42, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 255, 'random_state': 42}",0.9928899869168137,0.9915213332147801,0.9877987429393822,0.9907366876903253,0.002151269820163338,15
1.290688196818034,0.04341665615240438,0.19605414072672525,0.01707307446627725,,30,sqrt,3,5,160,42,"{'class_weight': None, 'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 160, 'random_state': 42}",0.9925232131289139,0.9921437372184893,0.9877064056599568,0.9907911186691201,0.0021867161457801696,13
1.5342858632405598,0.08046780787667158,0.20124403635660806,0.046648932517635334,,34,log2,4,3,199,42,"{'class_weight': None, 'max_depth': 34, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 3, 'n_estimators': 199, 'random_state': 42}",0.9924485881590814,0.9912672907642867,0.9873052161010742,0.9903403650081474,0.0021996912737651717,17
