fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.08771929824561403,0.9919454530463034
0.0,0.3508771929824561,0.9694437657065496
0.002777777777777778,0.43333333333333335,0.9598111940465884
0.003703703703703704,0.519298245614035,0.9517770573852894
0.003703703703703704,0.6070175438596491,0.933674697144594
0.009259259259259259,0.6842105263157895,0.4339334448369845
0.05555555555555555,0.6842105263157895,0.2872612748356815
0.09722222222222222,0.6929824561403509,0.2563570410035577
0.10648148148148148,0.7631578947368421,0.1983086660520301
0.11388888888888889,0.8368421052631579,0.1931170258069905
0.14629629629629629,0.8631578947368421,0.1891626214181362
0.16018518518518518,0.9245614035087719,0.1046607116297731
0.3453703703703704,0.9245614035087719,0.0615603041457335
0.3611111111111111,0.9824561403508771,0.0583362744197732
0.5462962962962963,0.9824561403508771,0.0370725090071022
0.5833333333333334,1.0,0.0369729193605509
0.9074074074074074,1.0,0.0115309993021203
1.0,1.0,0.011456828765323
