feature,mean_abs_shap
mpdockq_AH,74.76813423933874
chain_pair_pae_AL,0.5658465120975505
chain_pair_pae_AH,0.5435662251201248
LIS_AH,0.3741113279715871
LIS_AL,0.28794052457782493
chain_pair_iptm_AH,0.21096076888748913
interface_pae_AH,0.17231033175023983
iptm_L,0.16807982771602156
pdockq2,0.16392028535594136
iptm_A,0.15291168056283327
ipTM,0.12619137468511055
scaled_model_RMSD,0.1257508403617866
interface_pae_AL,0.11186836722481344
scaled_query_RMSD,0.10108743692239051
chain_pair_pae_HL,0.0932128254055875
chain_plddt_H,0.09117819092792882
pdockq2_AH,0.08709564806747151
chain_pair_pae_min_AL,0.07313127609896704
LIS_HL,0.07079960080254927
chain_plddt_L,0.06599287500682265
chain_pair_iptm_AL,0.06330882533646795
ptm_A,0.061619216091678274
chain_pae_A,0.05707339294991247
chain_pae_H,0.05644402309820791
chain_pair_pae_min_HL,0.05624122019458539
ranking_confidence,0.05248834134780983
chain_plddt_A,0.04937815472232731
pdockq,0.04843505612852727
pdockq2_AL,0.04637565264141773
avg_interface_pae,0.04493010885450492
avg_LIS,0.04102642425878896
interface_plddt_HL,0.0402348349621022
interface_pae_HL,0.03780492580606894
chain_pair_pae_min_AH,0.037172801369014435
pdockq_AL,0.029938765701670863
query_avg_RMSD,0.02871255534296176
mpdockq,0.028068772747023064
mpdockq_HL,0.026340880394775706
iptm_H,0.02624816822564518
pTM,0.025575377276523537
ptm_H,0.02489813023747977
pdockq_AH,0.02153390184218771
avg_internal_pae,0.0205043506909291
fraction_disordered,0.019439465638097238
scaled_RMSD_ratio,0.016897063500448634
model_avg_RMSD,0.015637561144955996
chain_pair_iptm_HL,0.01527296904588314
avg_model_plddt,0.014660816894195813
contacts_AH,0.01463323876532461
interface_plddt_AL,0.014326605248121915
avg_interface_plddt,0.012854526829866758
ptm_L,0.012145552562713843
contacts_HL,0.011811651967165153
interface_plddt_AH,0.01147881729677213
contacts_AL,0.008824101393489228
pdockq2_HL,0.007145148999347224
avg_pair_pae,0.006782444401823767
pdockq_HL,0.005468992366758169
chain_pae_L,0.005239993561310255
total_contacts,0.0041023075190659624
del_G_B,0.0028330352871566338
mpdockq_AL,0.0003072063329754972
has_clash,0.0
