feature,mean_importance,std_importance
iptm_A,0.5397449901559144,0.6705941778090972
scaled_RMSD_ratio,0.4378025710520458,0.6121266811675725
query_avg_RMSD,0.31720759882205063,0.36702254886244073
chain_pair_iptm_AL,0.29994876561450684,0.23148309025806907
model_avg_RMSD,0.23545247716476447,0.2730275495110967
interface_plddt_AL,0.16240250543178394,0.22906765688561992
chain_pair_pae_min_AL,0.15946372367101003,0.1868881107354336
interface_plddt_HL,0.15664776243868908,0.2120390050200523
interface_plddt_AH,0.15448208103178165,0.2806167406338053
pdockq,0.14831918878551278,0.18239774511133142
chain_plddt_L,0.11873983429362944,0.22380252736773582
pdockq2_AL,0.11675607694626358,0.13949571966716254
interface_pae_AH,0.11183644422933918,0.10476278857682003
pdockq_AH,0.10805159381638073,0.1720233067689142
chain_pair_iptm_AH,0.1072371332592048,0.1373009816800542
del_G_B,0.0880743287393474,0.07769687726983715
scaled_model_RMSD,0.08412756826897616,0.07935531188469844
avg_interface_plddt,0.08083366302445141,0.12165551536506121
chain_plddt_A,0.06396549785398307,0.08409719748600557
avg_LIS,0.059115339002668715,0.06005258777101882
avg_model_plddt,0.05806521521911965,0.06600412911877011
mpdockq_AL,0.051835386084922504,0.13211085376232418
chain_pair_pae_min_AH,0.04997945012012151,0.0645952233873703
LIS_AL,0.043532712676459535,0.06853933913736501
scaled_query_RMSD,0.042571269230563626,0.06331724493735207
total_contacts,0.04155172235138986,0.06395597703254853
pdockq_AL,0.03900233977453837,0.05157921016981954
avg_interface_pae,0.03821730877302664,0.05456654813714504
pdockq_HL,0.03806000805753452,0.02541315722984547
pdockq2_AH,0.03753798709444263,0.06404578477095976
mpdockq,0.03636163899751395,0.055147674929218536
iptm_H,0.03266329564045589,0.038755522242887995
iptm_L,0.03068481675379446,0.027327025289702447
contacts_AL,0.025723243789570985,0.03525751800330804
chain_pair_pae_HL,0.02460745746431965,0.03327398707101973
chain_pair_pae_AL,0.022005921904852604,0.026536976485614698
LIS_HL,0.02010618352271494,0.029445437200049693
interface_pae_HL,0.01994517869324919,0.03822817098117404
pdockq2_HL,0.01945336008270212,0.030428866280758637
interface_pae_AL,0.019008450379703553,0.023551083398508185
chain_pae_A,0.017257771919327973,0.023345791783203187
chain_pair_pae_min_HL,0.016779175961061366,0.02889132459395493
chain_pae_H,0.015599852151603014,0.025784016515026337
chain_pair_pae_AH,0.012763002486481944,0.014180380925606612
contacts_AH,0.012716268933251649,0.014894356157398347
contacts_HL,0.012258058336050039,0.021747802969534803
chain_plddt_H,0.011829624287663244,0.018958981636745195
pdockq2,0.011727297879780772,0.012429932333367647
chain_pae_L,0.010758767229118872,0.01631720595317526
mpdockq_AH,0.009092681629651713,0.016202723388322394
ipTM,0.008461574913330891,0.008930491348708741
ptm_A,0.00771513716718046,0.008169924456457953
chain_pair_iptm_HL,0.006797709918473372,0.01434388229015407
mpdockq_HL,0.006450602430301876,0.00624179668103393
pTM,0.005743827916250836,0.005498447853965566
avg_internal_pae,0.004038801314575433,0.007205503585210358
ptm_H,0.003960023488050613,0.00604018444205514
ptm_L,0.002112861955851191,0.004564973069558432
LIS_AH,0.001736041410508615,0.0020829495251712933
fraction_disordered,0.0015881683393429201,0.002267803349070306
avg_pair_pae,0.0008200021585802019,0.0017754781468477074
ranking_confidence,0.0007543380797953134,0.0014170539888833438
has_clash,0.0,0.0
