feature,importance
fraction_disordered,0.0020369133731385288
has_clash,0.0
ipTM,0.008025815408020638
pTM,0.0038783452999681728
ranking_confidence,0.007719634472035262
pdockq_AH,0.005916591055285554
pdockq_AL,0.005819490988638869
pdockq_HL,0.005744768282488024
pdockq,0.013154021017946275
pdockq2_AH,0.011655231350098872
pdockq2_AL,0.005584684102379059
pdockq2_HL,0.003633907483248604
pdockq2,0.01880780999769313
mpdockq_AH,0.005230381301974144
mpdockq_AL,0.004692717607788195
mpdockq_HL,0.006761761338436795
mpdockq,0.011644169944565163
LIS_AH,0.007404912360721736
LIS_AL,0.0041240842144071085
LIS_HL,0.0050330763854424965
avg_LIS,0.008159008934818095
contacts_AH,0.0032415446808494552
interface_plddt_AH,0.04289251336247419
interface_pae_AH,0.015860984813090763
contacts_AL,0.004642935474794842
interface_plddt_AL,0.05801331568718822
interface_pae_AL,0.005694613863436752
contacts_HL,0.0050219896749516294
interface_plddt_HL,0.008752913450397366
interface_pae_HL,0.003650151475299008
total_contacts,0.010685628708544788
avg_interface_plddt,0.05962655735943396
avg_interface_pae,0.012029702497487166
model_avg_RMSD,0.09993234147434638
query_avg_RMSD,0.09611603501222467
model_rmsd_scale,0.01453741129529546
iptm_A,0.04809906542916527
iptm_H,0.028797676774791947
iptm_L,0.040353381520737586
ptm_A,0.0029999911217973804
ptm_H,0.0015988055479522892
ptm_L,0.00041636052325649776
chain_pair_iptm_AH,0.04589231411944826
chain_pair_iptm_AL,0.04688626956909212
chain_pair_iptm_HL,0.002953303042991743
chain_pair_pae_min_AH,0.05145941318837607
chain_pair_pae_min_AL,0.019202597467337004
chain_pair_pae_min_HL,0.005227244004774984
chain_plddt_L,0.005880570135053021
chain_plddt_A,0.003995396219522417
chain_pae_A,0.003951714463458868
chain_plddt_H,0.005145110692329617
chain_pair_pae_AH,0.012034894320377396
chain_pae_H,0.004073044147115125
chain_pae_L,0.0029100738124956346
chain_pair_pae_AL,0.015348715653191127
avg_pair_pae,0.010756675981630546
avg_model_plddt,0.04538034247580612
chain_pair_pae_HL,0.003370913111778005
avg_internal_pae,0.005224659497183059
del_G_B,0.002315503431428657
