,fraction_disordered,has_clash,ipTM,pTM,ranking_confidence,pdockq_AH,pdockq_AL,pdockq_HL,pdockq,pdockq2_AH,pdockq2_AL,pdockq2_HL,pdockq2,mpdockq_AH,mpdockq_AL,mpdockq_HL,mpdockq,LIS_AH,LIS_AL,LIS_HL,avg_LIS,contacts_AH,interface_plddt_AH,interface_pae_AH,contacts_AL,interface_plddt_AL,interface_pae_AL,contacts_HL,interface_plddt_HL,interface_pae_HL,total_contacts,avg_interface_plddt,avg_interface_pae,model_avg_RMSD,query_avg_RMSD,scaled_RMSD_ratio,iptm_A,iptm_H,iptm_L,ptm_A,ptm_H,ptm_L,chain_pair_iptm_AH,chain_pair_iptm_AL,chain_pair_iptm_HL,chain_pair_pae_min_AH,chain_pair_pae_min_AL,chain_pair_pae_min_HL,chain_plddt_L,chain_plddt_A,chain_pae_A,chain_plddt_H,chain_pair_pae_AH,chain_pae_H,chain_pae_L,chain_pair_pae_AL,avg_pair_pae,avg_model_plddt,chain_pair_pae_HL,avg_internal_pae,del_G_B,scaled_model_RMSD,scaled_query_RMSD
1050,0.0,0.0,0.0,-0.002541324238285971,0.0,0.0,0.0,0.004937735863959404,0.00538581491681858,0.0,0.0,-0.005154581226741276,0.0,0.0,0.0,0.0,0.0,-0.0005400816260857037,-0.0005383746732254124,0.0,-0.00014849560933666555,0.0,0.0,0.0,0.0,-0.0032431986238017785,0.0,0.0,0.0,0.0,0.0,-0.000602183029481217,0.0,0.0,0.0,0.0,-0.001662269857773604,-0.0020202888256467145,-0.0015113160006994591,0.0,0.0,0.0,-0.0019128878808560984,-0.0017917642371249641,0.0,0.0,0.0,0.0,0.0029213698727116617,0.00020953066099387452,0.0,0.0,-0.0010596205356495584,0.0,0.0,-0.0005565999680054497,-0.0006687222533187003,0.005272226526653353,0.0,0.0,0.0,-0.005198293465692703,-0.004403446892994688
1051,0.0,0.0,0.0,-0.0019387615810846064,0.0,0.0,0.0,0.004129513966684026,0.007138220199105674,0.0,0.0,-0.004223794686004787,0.0,0.0,0.0,0.0,0.0,-0.0008269204421611255,-0.0006799267824806679,0.0,-0.00015039563894282681,0.0,0.0,0.0,0.0,0.002127971286874161,0.0,0.0,0.0,0.0,0.0,-7.491740547508133e-05,0.0,0.0,0.0,0.0,-0.0013938597400747158,-0.000872887542819941,-0.00107860305095131,0.0,0.0,0.0,-0.0010591569851443172,-0.0012605483717262386,0.0,0.0,0.0,0.0,0.002348426801058484,0.0031670684429885576,0.0,0.0,-0.00020046071850116087,0.0,0.0,-0.00018806450710973262,-0.00014522745058842372,0.008195100390180706,0.0,0.0,0.0,-0.005222436425864957,-0.004197883296407747
1052,0.0,0.0,0.0,-0.0023701785350296435,0.0,0.0,0.0,-0.00017751300747418514,0.010091731914457672,0.0,0.0,-0.005060245360670596,0.0,0.0,0.0,0.0,0.0,-0.0006901764205869037,-0.0006686754202612569,0.0,-0.00018525155486103645,0.0,0.0,0.0,0.0,0.002567710052935518,0.0,0.0,0.0,0.0,0.0,0.00028961902638218254,0.0,0.0,0.0,0.0,-0.0019402352584849732,-0.0018174555630445736,-0.0016830818429442174,0.0,0.0,0.0,-0.0020608435373873635,-0.002047436431521747,0.0,0.0,0.0,0.0,0.0012785496661812902,0.0016545831109190511,0.0,0.0,-0.001382568158449872,0.0,0.0,-0.0005617099690607766,-0.0006915359178763583,0.005479434804705782,0.0,0.0,0.0,-0.005951981094476123,-0.00539787809259835
1053,0.0,0.0,0.0,-0.002140996813797799,0.0,0.0,0.0,0.003648272987929699,0.008438420326213558,0.0,0.0,-0.0038885819364636535,0.0,0.0,0.0,0.0,0.0,-0.0006111106875568793,-0.0005740109040097262,0.0,-0.0001973563515402007,0.0,0.0,0.0,0.0,-0.0008271922068243606,0.0,0.0,0.0,0.0,0.0,-0.0002341661042803301,0.0,0.0,0.0,0.0,-0.001524367099908103,-0.0015371886532833667,-0.0013034665254591342,0.0,0.0,0.0,-0.0017700458380413009,-0.0016098879746564848,0.0,0.0,0.0,0.0,0.0012814896878769935,0.002139348261005713,0.0,0.0,-0.00042617678809481543,0.0,0.0,-0.00021604428937937493,-0.0001588707317451846,0.006046100461244317,0.0,0.0,0.0,-0.00504884004423291,-0.004921967089478008
1054,0.0,0.0,0.0,-0.0017856639016814498,0.0,0.0,0.0,0.005980258390790022,0.008401668888247752,0.0,0.0,-0.002927088208375183,0.0,0.0,0.0,0.0,0.0,-0.0008412101331003764,-0.0004568893082869188,0.0,1.6874570188969013e-06,0.0,0.0,0.0,0.0,0.0016956930062515061,0.0,0.0,0.0,0.0,0.0,-2.808773815689454e-05,0.0,0.0,0.0,0.0,-0.0011266016472127362,-0.0007795584214580174,-0.0008015336503091296,0.0,0.0,0.0,-0.0010953405979062143,-0.0011987416850514337,0.0,0.0,0.0,0.0,0.0032205164539206126,0.003667423157063702,0.0,0.0,-0.0002881616961824835,0.0,0.0,-0.00010000053754915389,-3.786126686864018e-05,0.009292795992859638,0.0,0.0,0.0,-0.005290575250590136,-0.005805233779160798
1055,0.0,0.0,0.0,0.01718034235357341,0.0,0.0,0.0,0.009030708427965547,0.03230113161277377,0.0,0.0,-0.010052410578939895,0.0,0.0,0.0,0.0,0.0,0.019204028436694134,0.01142690190420078,0.0,0.017264088750128442,0.0,0.0,0.0,0.0,0.016916810906658194,0.0,0.0,0.0,0.0,0.0,0.004793815497612737,0.0,0.0,0.0,0.0,0.023977178171578295,0.02803541357538184,0.022058500895718963,0.0,0.0,0.0,0.02714204856072015,0.02077889308032509,0.0,0.0,0.0,0.0,0.024786892449000692,0.038786984076430726,0.0,0.0,0.020409704843874846,0.0,0.0,0.010884195448482787,0.012266553458869772,0.059086491100851776,0.0,0.0,0.0,-0.00356508807307665,-0.0056909736913775336
1056,0.0,0.0,0.0,0.0155915692399063,0.0,0.0,0.0,0.003398337043653582,0.023148079517860454,0.0,0.0,-0.005992687544590562,0.0,0.0,0.0,0.0,0.0,0.014872270208964169,0.008642658109943762,0.0,0.013414264159238451,0.0,0.0,0.0,0.0,0.01543791003886189,0.0,0.0,0.0,0.0,0.0,0.0043287428333638,0.0,0.0,0.0,0.0,0.021017884866177176,0.02616355140692347,0.020112874962444974,0.0,0.0,0.0,0.02452387540031795,0.018182513697690174,0.0,0.0,0.0,0.0,0.02272256623712919,0.03614013581765932,0.0,0.0,0.018049225774119954,0.0,0.0,0.009835468923846891,0.01086927948684568,0.053692032810246995,0.0,0.0,0.0,-0.0038321002570559162,-0.005786728769642041
1057,0.0,0.0,0.0,0.01814915180827086,0.0,0.0,0.0,0.01282384516129832,0.03939377326780246,0.0,0.0,0.0010825961305058994,0.0,0.0,0.0,0.0,0.0,0.021185511446620314,0.01339171528150407,0.0,0.0194368544841346,0.0,0.0,0.0,0.0,0.0203438785352606,0.0,0.0,0.0,0.0,0.0,0.005340261785189173,0.0,0.0,0.0,0.0,0.026092392752982165,0.0308144415932798,0.02558149927558028,0.0,0.0,0.0,0.02966182143488697,0.023316223115277656,0.0,0.0,0.0,0.0,0.028846348190375883,0.044180880917986644,0.0,0.0,0.021815704545804365,0.0,0.0,0.011709032732848158,0.013397695395152022,0.06750240036726736,0.0,0.0,0.0,-0.003388708867816814,-0.005625809457504969
1058,0.0,0.0,0.0,0.013271232699611163,0.0,0.0,0.0,0.010082433939463805,0.031169137000974532,0.0,0.0,-0.0035190030908623954,0.0,0.0,0.0,0.0,0.0,0.01109313254000907,0.0071598755096494,0.0,0.011051938961728857,0.0,0.0,0.0,0.0,0.012825139438759065,0.0,0.0,0.0,0.0,0.0,0.003984561978788971,0.0,0.0,0.0,0.0,0.019310132719450566,0.02252672112460244,0.017567493769353775,0.0,0.0,0.0,0.02158438202078828,0.016319268288080634,0.0,0.0,0.0,0.0,0.01937081496701522,0.03251554698674389,0.0,0.0,0.017020220653810217,0.0,0.0,0.008750840966628697,0.010031800177907444,0.048030624080556736,0.0,0.0,0.0,-0.0036324918405432147,-0.005748223542295254
1059,0.0,0.0,0.0,0.014685552089451104,0.0,0.0,0.0,0.0141071261827731,0.037715931951463326,0.0,0.0,-0.004820002042067872,0.0,0.0,0.0,0.0,0.0,0.014125740729788935,0.008877145223271857,0.0,0.012996149239739168,0.0,0.0,0.0,0.0,0.0143149586946243,0.0,0.0,0.0,0.0,0.0,0.004178371401556913,0.0,0.0,0.0,0.0,0.021505180688752637,0.025572109085853507,0.019614241382956175,0.0,0.0,0.0,0.02501333456261097,0.018212578713257346,0.0,0.0,0.0,0.0,0.023187834427311215,0.0360814184389196,0.0,0.0,0.01879446396055174,0.0,0.0,0.009851976122587015,0.011248609511905042,0.05471082304509818,0.0,0.0,0.0,-0.003599767563843812,-0.0057857490337661285
