feature,mean_abs_shap
scaled_query_RMSD,0.0374643644610028
chain_pair_iptm_AH,0.030779521536697187
scaled_model_RMSD,0.0195897289010039
chain_pair_iptm_AL,0.01839705164591469
avg_model_plddt,0.018238671767738225
iptm_L,0.01668148215762953
pdockq2_AH,0.015943891202486793
iptm_A,0.01548735391366773
iptm_H,0.010071643944868808
pdockq2,0.009226278157713215
mpdockq,0.007803603167632288
mpdockq_HL,0.006911076810541629
pdockq,0.0032265917551990353
pdockq2_AL,0.0032077390901010558
LIS_AH,0.002456114963009582
LIS_AL,0.0021938833115941244
avg_interface_plddt,0.001977842696027069
pdockq_AH,0.0017600465666967081
interface_pae_AL,0.0014602081284320776
interface_plddt_AH,0.0014344511503130838
pdockq2_HL,0.0013709242565309
avg_LIS,0.0011522093417291226
avg_interface_pae,0.000985902688451831
interface_pae_AH,0.0009256917565705589
interface_plddt_HL,0.000779404863449276
chain_pair_pae_min_AH,0.0007353845097544562
pdockq_HL,0.0006910330696895735
chain_plddt_A,0.0005976387542492678
fraction_disordered,0.0005428423054222233
chain_pair_pae_AH,0.00029972963329536845
interface_plddt_AL,0.00014422905478147886
chain_pair_pae_min_HL,0.0
chain_plddt_L,0.0
chain_pae_A,0.0
chain_plddt_H,0.0
chain_pair_pae_AL,0.0
chain_pae_H,0.0
chain_pae_L,0.0
avg_pair_pae,0.0
pTM,0.0
chain_pair_pae_HL,0.0
avg_internal_pae,0.0
del_G_B,0.0
ipTM,0.0
chain_pair_pae_min_AL,0.0
mpdockq_AL,0.0
chain_pair_iptm_HL,0.0
has_clash,0.0
LIS_HL,0.0
contacts_AH,0.0
contacts_AL,0.0
contacts_HL,0.0
interface_pae_HL,0.0
total_contacts,0.0
model_avg_RMSD,0.0
ranking_confidence,0.0
query_avg_RMSD,0.0
scaled_RMSD_ratio,0.0
pdockq_AL,0.0
ptm_A,0.0
mpdockq_AH,0.0
ptm_L,0.0
ptm_H,0.0
