feature,importance
chain_pair_iptm_AL,0.10256091889028136
chain_pair_pae_min_AL,0.06220585506112896
iptm_A,0.06150871311061246
model_avg_RMSD,0.050169533449611434
iptm_L,0.04892016492399927
chain_pair_iptm_AH,0.04581904014315924
avg_model_plddt,0.03663089151652306
chain_pair_pae_min_AH,0.0359665911941267
avg_interface_plddt,0.03184035217881659
interface_pae_AH,0.031149725062006115
iptm_H,0.030038108653355673
interface_pae_AL,0.023059722725253886
pdockq2_AH,0.02268802217762909
query_avg_RMSD,0.022459429840015095
pdockq,0.022140120565880106
interface_plddt_AH,0.02171833244854265
avg_interface_pae,0.02130789682227311
mpdockq,0.020695811484198606
ipTM,0.01988314421232806
interface_plddt_AL,0.01978157317773205
avg_LIS,0.018349104877988704
interface_plddt_HL,0.015776902224980998
chain_pae_A,0.015481110117375619
avg_internal_pae,0.010683176850757103
chain_plddt_A,0.010659627639844063
model_rmsd_scale,0.0103299646069126
interface_pae_HL,0.009707944845542882
pdockq2,0.009624488001900175
pdockq2_AL,0.007851383979012845
ranking_confidence,0.00773948662709473
pdockq_HL,0.007712745046174784
total_contacts,0.007675912484052001
chain_plddt_L,0.007266570991070173
LIS_AL,0.0072489596365640716
contacts_AL,0.007062753907638628
chain_plddt_H,0.006661970832330858
pdockq_AL,0.0066471618008819185
pdockq_AH,0.006638870034766408
contacts_HL,0.006552839526886932
mpdockq_HL,0.0065263371816981965
chain_pair_pae_AH,0.006499960192981549
pdockq2_HL,0.005866632172978352
pTM,0.005589364949371789
avg_pair_pae,0.005588167446257393
chain_pae_L,0.0049649950223450215
LIS_AH,0.00481218992901154
contacts_AH,0.004433714494057533
chain_pair_pae_AL,0.004377913002417848
LIS_HL,0.0043514386701980394
mpdockq_AL,0.004231724100842594
ptm_A,0.004191935275505668
chain_pae_H,0.004177627116006359
chain_pair_pae_HL,0.004154776343414329
mpdockq_AH,0.004001647832652212
chain_pair_pae_min_HL,0.0036599346007363765
ptm_H,0.0030975169588457916
del_G_B,0.002852653441501491
ptm_L,0.0025008729066199526
chain_pair_iptm_HL,0.0023603091923197757
fraction_disordered,0.0015453675009891054
has_clash,0.0
