feature,importance
chain_pair_iptm_AL,0.44464403
iptm_A,0.09461707
interface_pae_AH,0.039300814
interface_plddt_AH,0.036302634
avg_model_plddt,0.025773548
chain_pair_iptm_AH,0.025382733
pTM,0.019286316
chain_pair_pae_HL,0.019085903
chain_pae_L,0.0181908
scaled_RMSD_ratio,0.016538355
total_contacts,0.0155264465
iptm_H,0.014743253
scaled_query_RMSD,0.014556173
interface_plddt_HL,0.013550382
scaled_model_RMSD,0.013161084
pdockq,0.01244401
iptm_L,0.012147367
contacts_AL,0.010852273
chain_pae_H,0.010813058
ptm_H,0.010569391
chain_plddt_A,0.0105188545
query_avg_RMSD,0.010392028
ptm_A,0.0101582855
LIS_AH,0.009855171
chain_pair_pae_min_AL,0.009454823
model_avg_RMSD,0.009352998
chain_pair_pae_AH,0.0067960513
chain_pair_pae_min_HL,0.006206082
pdockq_HL,0.0057844063
contacts_HL,0.0056327865
ipTM,0.005575527
chain_plddt_H,0.005449661
pdockq_AL,0.005076628
interface_pae_HL,0.0050358195
avg_pair_pae,0.0049456744
chain_pae_A,0.0048618037
pdockq2_HL,0.0044298694
chain_plddt_L,0.004412136
pdockq_AH,0.0043859086
LIS_AL,0.004189862
ranking_confidence,0.0
fraction_disordered,0.0
has_clash,0.0
pdockq2_AL,0.0
pdockq2,0.0
mpdockq_AH,0.0
pdockq2_AH,0.0
interface_plddt_AL,0.0
interface_pae_AL,0.0
avg_LIS,0.0
mpdockq,0.0
mpdockq_HL,0.0
LIS_HL,0.0
contacts_AH,0.0
mpdockq_AL,0.0
chain_pair_pae_min_AH,0.0
chain_pair_iptm_HL,0.0
ptm_L,0.0
avg_interface_pae,0.0
avg_interface_plddt,0.0
chain_pair_pae_AL,0.0
del_G_B,0.0
avg_internal_pae,0.0
