feature,mean_abs_shap
chain_pair_iptm_AL,0.01974729339887465
iptm_A,0.016316537392140704
iptm_H,0.015249677713826367
chain_pair_pae_min_AH,0.013642450148999775
avg_model_plddt,0.013584870238713253
iptm_L,0.013376909786300196
chain_pair_iptm_AH,0.01253514675377928
avg_interface_pae,0.010826194109128953
interface_plddt_AH,0.010486523115509386
interface_pae_AH,0.010124398867787276
model_avg_RMSD,0.009430371675311192
scaled_model_RMSD,0.008619218653137223
pdockq2,0.008165531339820736
query_avg_RMSD,0.007931611432355122
scaled_query_RMSD,0.007693307374511418
pdockq2_AH,0.007678044030792729
avg_interface_plddt,0.007298717198012398
chain_pair_pae_min_AL,0.006230817706662019
interface_plddt_AL,0.006220142189397227
interface_pae_AL,0.005515532498180835
chain_plddt_A,0.005483419526941191
ipTM,0.005210424421329723
LIS_AH,0.004222549586743871
interface_plddt_HL,0.004135401709948418
chain_pair_pae_AH,0.0038384492932683843
LIS_AL,0.003343950102462225
pdockq2_AL,0.0032775328250826
pdockq,0.003223379273902658
pdockq_HL,0.0029764526683821574
chain_plddt_H,0.002817171038997049
mpdockq,0.0026739898869331336
avg_pair_pae,0.0025092271892606416
pdockq_AH,0.0024979741832193165
ranking_confidence,0.002414629469402036
chain_pae_A,0.0021610388589443246
chain_pair_pae_AL,0.0021555838300640067
mpdockq_HL,0.002026483850961996
pdockq2_HL,0.001928863196884349
chain_plddt_L,0.0019253151451855772
ptm_A,0.0018652543928214525
contacts_AL,0.0016736782728356964
scaled_RMSD_ratio,0.0014950255466168751
chain_pair_pae_min_HL,0.0014600151060510257
total_contacts,0.0013462888751510085
avg_LIS,0.001251480229797063
avg_internal_pae,0.0012201593464987305
chain_pae_L,0.0011633208001355032
chain_pair_pae_HL,0.0010786414751089777
contacts_AH,0.001023147593577479
interface_pae_HL,0.0010127992103357185
contacts_HL,0.0010065593927315898
del_G_B,0.0009716910355290879
pTM,0.0009660871245915764
mpdockq_AH,0.0009336322395473014
pdockq_AL,0.0009334527745442607
LIS_HL,0.0009083769988444638
chain_pae_H,0.0008133216969783553
ptm_H,0.000766704493298251
chain_pair_iptm_HL,0.0006027313651844981
ptm_L,0.0004144117832981534
mpdockq_AL,0.0002930585728983441
fraction_disordered,0.00017814008341611782
has_clash,0.0
