feature,importance
chain_pair_iptm_AL,0.43497014
iptm_A,0.22358346
iptm_L,0.03643992
interface_pae_AH,0.03369466
query_avg_RMSD,0.016743053
interface_plddt_AL,0.015573157
avg_interface_pae,0.012020751
scaled_model_RMSD,0.011430357
scaled_query_RMSD,0.0109612
avg_model_plddt,0.010695549
interface_pae_AL,0.009999966
chain_plddt_A,0.009176408
LIS_HL,0.009011281
avg_pair_pae,0.008760139
chain_pair_pae_min_AH,0.008753314
model_avg_RMSD,0.00847175
LIS_AH,0.008452691
contacts_AL,0.00799007
interface_plddt_AH,0.00737889
chain_pair_iptm_AH,0.0066112075
scaled_RMSD_ratio,0.006477482
avg_internal_pae,0.006210745
avg_interface_plddt,0.0061127194
pdockq2_AL,0.0060391147
ipTM,0.0058571547
pTM,0.005626481
total_contacts,0.0054489193
mpdockq_HL,0.005355896
pdockq_HL,0.0050036395
ptm_A,0.004919304
ptm_L,0.0046546375
chain_pae_A,0.004388102
interface_plddt_HL,0.004305292
chain_pair_pae_HL,0.0042289053
pdockq2_AH,0.0039732056
pdockq,0.0038670795
contacts_AH,0.003771999
ranking_confidence,0.0035676386
chain_plddt_L,0.0034700064
contacts_HL,0.0033807661
chain_plddt_H,0.0033058848
pdockq_AL,0.0031473695
chain_pae_H,0.003142337
ptm_H,0.0030273579
fraction_disordered,0.0
has_clash,0.0
pdockq_AH,0.0
interface_pae_HL,0.0
mpdockq,0.0
LIS_AL,0.0
avg_LIS,0.0
pdockq2_HL,0.0
pdockq2,0.0
mpdockq_AH,0.0
mpdockq_AL,0.0
chain_pair_pae_min_AL,0.0
chain_pair_iptm_HL,0.0
iptm_H,0.0
chain_pair_pae_min_HL,0.0
chain_pae_L,0.0
chain_pair_pae_AH,0.0
chain_pair_pae_AL,0.0
del_G_B,0.0
