feature,importance
fraction_disordered,0.002444413150301923
has_clash,0.0
ipTM,0.006537889889787903
pTM,0.003819386203511093
ranking_confidence,0.003511552977145358
pdockq_AH,0.00509409486352548
pdockq_AL,0.007847591156974032
pdockq_HL,0.025417467976099603
pdockq,0.015698763138749055
pdockq2_AH,0.016414904543826964
pdockq2_AL,0.008704418159405198
pdockq2_HL,0.004533756571727993
pdockq2,0.015412595182671723
mpdockq_AH,0.006527635053843118
mpdockq_AL,0.006026635809271909
mpdockq_HL,0.02108313591780199
mpdockq,0.012893720133620844
LIS_AH,0.00516413063178182
LIS_AL,0.002849313184471736
LIS_HL,0.005654903529838361
avg_LIS,0.005327986200032475
contacts_AH,0.0046172970656660275
interface_plddt_AH,0.030020967411919137
interface_pae_AH,0.016479308831258657
contacts_AL,0.0061287016942243085
interface_plddt_AL,0.01667812241705903
interface_pae_AL,0.025080157640918872
contacts_HL,0.005632163268553277
interface_plddt_HL,0.014332670544178966
interface_pae_HL,0.00429479513348122
total_contacts,0.008590307985933361
avg_interface_plddt,0.042972244035124535
avg_interface_pae,0.03270681550647938
model_avg_RMSD,0.04044545122227206
query_avg_RMSD,0.03546635343784497
model_rmsd_scale,0.022802436682232037
iptm_A,0.07545814733648101
iptm_H,0.044037438062436374
iptm_L,0.0644511086981595
ptm_A,0.003428016781654702
ptm_H,0.00107974591229209
ptm_L,0.0012693799699293178
chain_pair_iptm_AH,0.10216716370629544
chain_pair_iptm_AL,0.06968691745678843
chain_pair_iptm_HL,0.0036616588363896216
chain_pair_pae_min_AH,0.014760362996924533
chain_pair_pae_min_AL,0.012814951557443931
chain_pair_pae_min_HL,0.005583765801616759
chain_plddt_L,0.010632738663559864
chain_plddt_A,0.008167086950708518
chain_pae_A,0.0036683422088469916
chain_plddt_H,0.010936063823470532
chain_pair_pae_AH,0.004214091391421375
chain_pae_H,0.004446915381192443
chain_pae_L,0.004530280695855621
chain_pair_pae_AL,0.013444810218537075
avg_pair_pae,0.012933529950504143
avg_model_plddt,0.02988874291689396
chain_pair_pae_HL,0.0033679435907648923
avg_internal_pae,0.00453730745198976
del_G_B,0.0036214024883088974
