fpr,tpr,thresholds
0.0,0.0,inf
0.0009784735812133072,0.0,5100.0
0.0029354207436399216,0.0,5029.0
0.0029354207436399216,0.0031847133757961785,4984.0
0.003913894324853229,0.0031847133757961785,4961.0
0.003913894324853229,0.004777070063694267,4953.0
0.004892367906066536,0.006369426751592357,4947.0
0.010763209393346379,0.006369426751592357,4926.0
0.010763209393346379,0.007961783439490446,4925.0
0.011741682974559686,0.007961783439490446,4923.0
0.011741682974559686,0.009554140127388535,4906.0
0.0136986301369863,0.009554140127388535,4904.0
0.015655577299412915,0.009554140127388535,4902.0
0.015655577299412915,0.011146496815286623,4899.0
0.016634050880626222,0.011146496815286623,4897.0
0.016634050880626222,0.012738853503184714,4895.0
0.019569471624266144,0.012738853503184714,4891.0
0.019569471624266144,0.014331210191082803,4890.0
0.022504892367906065,0.014331210191082803,4885.0
0.022504892367906065,0.01751592356687898,4880.0
0.023483365949119372,0.01751592356687898,4879.0
0.023483365949119372,0.01910828025477707,4878.0
0.026418786692759294,0.01910828025477707,4869.0
0.026418786692759294,0.022292993630573247,4867.0
0.0273972602739726,0.022292993630573247,4865.0
0.02837573385518591,0.02388535031847134,4863.0
0.029354207436399216,0.02388535031847134,4861.0
0.03131115459882583,0.02388535031847134,4858.0
0.03131115459882583,0.025477707006369428,4854.0
0.033268101761252444,0.025477707006369428,4853.0
0.03424657534246575,0.028662420382165606,4851.0
0.03522504892367906,0.028662420382165606,4850.0
0.03522504892367906,0.03184713375796178,4847.0
0.03718199608610567,0.03343949044585987,4845.0
0.04207436399217221,0.03343949044585987,4839.0
0.04207436399217221,0.03662420382165605,4837.0
0.043052837573385516,0.03821656050955414,4835.0
0.043052837573385516,0.03980891719745223,4833.0
0.04403131115459882,0.041401273885350316,4827.0
0.04403131115459882,0.042993630573248405,4826.0
0.04598825831702544,0.042993630573248405,4820.0
0.046966731898238745,0.042993630573248405,4817.0
0.046966731898238745,0.04617834394904458,4814.0
0.04794520547945205,0.04936305732484077,4809.0
0.049902152641878667,0.04936305732484077,4807.0
0.050880626223091974,0.052547770700636945,4806.0
0.050880626223091974,0.05732484076433121,4799.0
0.05185909980430528,0.05732484076433121,4798.0
0.05185909980430528,0.0589171974522293,4796.0
0.053816046966731895,0.06210191082802548,4793.0
0.0547945205479452,0.06210191082802548,4791.0
0.05577299412915851,0.06369426751592357,4790.0
0.05577299412915851,0.06687898089171974,4789.0
0.05675146771037182,0.06687898089171974,4785.0
0.05675146771037182,0.06847133757961783,4783.0
0.057729941291585124,0.06847133757961783,4779.0
0.05968688845401174,0.06847133757961783,4777.0
0.060665362035225046,0.06847133757961783,4775.0
0.060665362035225046,0.07006369426751592,4772.0
0.06164383561643835,0.07165605095541401,4770.0
0.06360078277886497,0.07165605095541401,4766.0
0.06360078277886497,0.0732484076433121,4765.0
0.06457925636007827,0.07484076433121019,4764.0
0.06457925636007827,0.07643312101910828,4763.0
0.06653620352250489,0.07643312101910828,4762.0
0.06653620352250489,0.07802547770700637,4760.0
0.0675146771037182,0.07961783439490445,4757.0
0.0675146771037182,0.08121019108280254,4754.0
0.06947162426614481,0.08280254777070063,4753.0
0.07045009784735812,0.08280254777070063,4746.0
0.07240704500978473,0.08280254777070063,4745.0
0.07338551859099804,0.08439490445859872,4741.0
0.07436399217221135,0.08439490445859872,4739.0
0.07632093933463796,0.0875796178343949,4733.0
0.07729941291585127,0.0875796178343949,4732.0
0.07827788649706457,0.08917197452229299,4731.0
0.07827788649706457,0.09872611464968153,4713.0
0.07925636007827788,0.09872611464968153,4711.0
0.08023483365949119,0.10031847133757962,4710.0
0.08023483365949119,0.10191082802547771,4707.0
0.0812133072407045,0.10191082802547771,4706.0
0.0812133072407045,0.10668789808917198,4702.0
0.08512720156555773,0.10668789808917198,4698.0
0.08610567514677103,0.10668789808917198,4696.0
0.08610567514677103,0.10987261146496816,4694.0
0.08708414872798434,0.11146496815286625,4693.0
0.08904109589041095,0.11146496815286625,4691.0
0.08904109589041095,0.11305732484076433,4690.0
0.09099804305283757,0.11464968152866242,4689.0
0.09197651663405088,0.11464968152866242,4685.0
0.0949119373776908,0.11464968152866242,4684.0
0.0958904109589041,0.11464968152866242,4683.0
0.09882583170254403,0.11624203821656051,4681.0
0.09882583170254403,0.1178343949044586,4679.0
0.09980430528375733,0.1178343949044586,4678.0
0.09980430528375733,0.11942675159235669,4677.0
0.10078277886497064,0.11942675159235669,4676.0
0.10273972602739725,0.11942675159235669,4673.0
0.10273972602739725,0.12101910828025478,4672.0
0.10567514677103718,0.12101910828025478,4664.0
0.10763209393346379,0.12101910828025478,4663.0
0.10763209393346379,0.12261146496815287,4662.0
0.11056751467710371,0.12261146496815287,4659.0
0.11056751467710371,0.12898089171974522,4653.0
0.11350293542074363,0.12898089171974522,4651.0
0.11545988258317025,0.12898089171974522,4648.0
0.11839530332681017,0.12898089171974522,4645.0
0.11937377690802348,0.12898089171974522,4644.0
0.12035225048923678,0.1305732484076433,4643.0
0.12133072407045009,0.1305732484076433,4639.0
0.1232876712328767,0.1305732484076433,4636.0
0.12720156555772993,0.1305732484076433,4629.0
0.12915851272015655,0.1305732484076433,4628.0
0.13013698630136986,0.1305732484076433,4627.0
0.13013698630136986,0.1321656050955414,4626.0
0.13209393346379647,0.1321656050955414,4624.0
0.13209393346379647,0.1337579617834395,4623.0
0.13405088062622308,0.1337579617834395,4619.0
0.136986301369863,0.1337579617834395,4618.0
0.1379647749510763,0.1337579617834395,4617.0
0.13992172211350293,0.13535031847133758,4616.0
0.14090019569471623,0.13535031847133758,4614.0
0.14090019569471623,0.13853503184713375,4611.0
0.14383561643835616,0.13853503184713375,4608.0
0.14579256360078277,0.13853503184713375,4606.0
0.149706457925636,0.13853503184713375,4602.0
0.15166340508806261,0.13853503184713375,4597.0
0.15557729941291584,0.13853503184713375,4591.0
0.15753424657534246,0.13853503184713375,4590.0
0.15949119373776907,0.13853503184713375,4586.0
0.15949119373776907,0.14012738853503184,4585.0
0.16046966731898238,0.14012738853503184,4584.0
0.16634050880626222,0.14012738853503184,4574.0
0.16829745596868884,0.14171974522292993,4572.0
0.16927592954990214,0.14171974522292993,4569.0
0.17221135029354206,0.14171974522292993,4567.0
0.17318982387475537,0.14171974522292993,4562.0
0.17416829745596868,0.14331210191082802,4557.0
0.175146771037182,0.14331210191082802,4556.0
0.1771037181996086,0.14331210191082802,4554.0
0.1780821917808219,0.14331210191082802,4553.0
0.1780821917808219,0.1449044585987261,4549.0
0.17906066536203522,0.1449044585987261,4546.0
0.18101761252446183,0.1449044585987261,4545.0
0.18199608610567514,0.1449044585987261,4544.0
0.18297455968688844,0.1464968152866242,4542.0
0.18395303326810175,0.1464968152866242,4537.0
0.18786692759295498,0.1464968152866242,4534.0
0.1908023483365949,0.1464968152866242,4532.0
0.19471624266144813,0.1464968152866242,4530.0
0.19569471624266144,0.1464968152866242,4529.0
0.19569471624266144,0.1480891719745223,4528.0
0.19667318982387474,0.1480891719745223,4526.0
0.19863013698630136,0.1480891719745223,4524.0
0.20058708414872797,0.1480891719745223,4522.0
0.2025440313111546,0.1480891719745223,4520.0
0.2025440313111546,0.14968152866242038,4519.0
