,fraction_disordered,has_clash,ipTM,pTM,ranking_confidence,pdockq_AH,pdockq_AL,pdockq_HL,pdockq,pdockq2_AH,pdockq2_AL,pdockq2_HL,pdockq2,mpdockq_AH,mpdockq_AL,mpdockq_HL,mpdockq,LIS_AH,LIS_AL,LIS_HL,avg_LIS,contacts_AH,interface_plddt_AH,interface_pae_AH,contacts_AL,interface_plddt_AL,interface_pae_AL,contacts_HL,interface_plddt_HL,interface_pae_HL,total_contacts,avg_interface_plddt,avg_interface_pae,model_avg_RMSD,query_avg_RMSD,scaled_RMSD_ratio,iptm_A,iptm_H,iptm_L,ptm_A,ptm_H,ptm_L,chain_pair_iptm_AH,chain_pair_iptm_AL,chain_pair_iptm_HL,chain_pair_pae_min_AH,chain_pair_pae_min_AL,chain_pair_pae_min_HL,chain_plddt_L,chain_plddt_A,chain_pae_A,chain_plddt_H,chain_pair_pae_AH,chain_pae_H,chain_pae_L,chain_pair_pae_AL,avg_pair_pae,avg_model_plddt,chain_pair_pae_HL,avg_internal_pae,del_G_B,scaled_model_RMSD,scaled_query_RMSD,dG_separated,dSASA_int,nres_int,delta_unsatHbonds,packstat,dG_dSASA_norm
150,-0.03316952,0.0,-0.033886347,-0.017130386,0.0020668716,0.085237436,-0.06382783,-0.06160979,-0.33707872,-0.037340507,0.25985873,-0.015671581,0.049562965,-0.0045423927,0.0013652266,-0.023610353,-0.17625943,-0.03365894,0.0437563,-0.018504702,0.14217508,-0.46254468,-0.24931116,-0.019577416,0.31718665,0.18275546,0.070116565,-0.019581743,-0.09969469,-0.49618113,0.2381298,0.021641105,0.020026455,-0.075427264,-0.1598318,-0.33583182,-0.6553645,-0.25181898,-0.053704977,-0.056567326,-0.011479359,0.0023168868,-0.53759724,-0.37265763,-0.0106477365,-0.00078950357,-0.6574046,0.08485628,-0.00068499986,-0.12521885,-0.08408474,-0.0063386187,-0.023188066,-0.13634771,-0.002395411,0.05415117,-0.009616215,-0.7884868,-0.010950448,0.20955606,-0.057180766,-0.094103254,-0.11320314,-0.072580084,-0.028500427,0.20141461,0.034413703,-0.031020679,0.030191679
151,-0.009972845,0.0,-0.008899085,-0.026437733,0.0015098527,-0.11969592,-0.09651315,-0.2269289,-0.6091227,-0.040723935,0.23480336,-0.012813313,-0.0042800065,-0.0045423927,0.0013652266,-0.043798734,-0.1911522,-0.06887369,-0.032612,0.04609266,0.079837926,0.071650684,-0.30827254,-0.035394963,-0.11168627,0.024888031,0.075540766,-0.060714,-0.11620184,-0.45986015,0.11552506,0.021077642,-0.056363925,-0.05282972,-0.21077354,-0.5037592,-0.64786303,-0.36728436,-0.05830051,-0.07382224,-0.011479359,-0.020364048,-0.56744534,-0.37190083,0.0017352671,0.0022871993,-0.78551346,0.11823621,-0.021913867,-0.11496034,-0.06714186,0.06557232,0.044114582,-0.15871091,-0.0014926,0.04626263,-0.019084893,-0.9047642,0.000862645,0.19767547,-0.0036012912,-0.096643716,-0.10202234,-0.055015564,-0.00814582,0.17554557,0.07150641,0.083592795,0.0417455
152,-0.034447957,0.0,-0.022446206,-0.024002848,0.020192085,-0.10760577,-0.037023418,-0.2223819,-0.486898,-0.055292606,-0.11787534,-0.0127373235,0.10426631,-0.0014037513,0.0013609577,-0.022071954,-0.15271835,-0.055175878,0.038384557,-0.029525787,0.13227198,0.054861624,-0.2743721,-0.023107566,0.066174835,0.05538266,0.0794408,-0.05992715,-0.22496618,-0.46171,0.01087928,0.015949065,-0.05145924,-0.06521565,-0.15801549,-0.23801099,-0.68477774,-0.3671924,-0.05541241,-0.06370578,-0.011479359,-0.0033843755,-0.587051,-0.38313487,-0.009243268,0.003715849,-0.7760035,0.11397129,-0.041688465,-0.1183302,-0.144317,-0.024723154,0.06285391,-0.15659411,-0.0043802764,0.06783386,-0.0032548131,-0.8354605,-0.009668702,0.20390502,-0.05630895,-0.07388581,-0.09045093,-0.0508949,-0.037896063,0.20577279,-0.044427495,0.009971639,0.0057653254
153,-0.009972845,0.0,-0.03043629,-0.025374709,0.0020668716,-0.14864792,-0.10702102,-0.059893586,-0.35657486,-0.046206117,0.31678975,-0.019536307,0.1337609,-0.0045423927,0.0013652266,-0.021413831,-0.18643792,-0.065064184,-0.039846055,-0.016043782,0.12777656,0.0640156,-0.3168182,-0.0074983276,0.2304142,-0.10837612,0.07973912,-0.056443945,-0.17722656,-0.48422334,0.08163445,0.014110802,-0.05120918,-0.05816482,-0.1680395,-0.27401322,-0.6478686,-0.3760898,-0.04996122,-0.067837894,-0.011479359,0.0021272916,-0.5644239,-0.36839685,-0.0106477365,0.00043608714,-0.65695995,0.09051523,0.0054712305,-0.07482402,-0.12209592,0.008197628,0.041433476,-0.16185471,-0.0376674,0.08605688,-0.010249947,-0.89922637,0.017756687,0.19398957,-0.08851172,-0.09277782,-0.095791236,-0.059721723,-0.021467937,0.2543937,0.07120921,0.11350126,0.022798076
154,-0.035328235,0.0,-0.004274428,-0.053161144,0.020665294,-0.15028954,-0.10221119,-0.2266292,-0.5059282,-0.06989447,-0.15503182,-0.02388128,0.047751673,-0.0014037513,0.0013011049,-0.034814492,-0.15678863,-0.03645271,-0.046083037,-0.004516427,0.02329657,0.06849275,-0.23267022,-0.14094023,0.1443593,-0.011806548,0.1282752,-0.0657228,-0.13666572,-0.44688222,0.08235231,0.037594575,-0.053115673,-0.19434017,-0.15602024,0.49264717,-0.67865694,-0.359446,-0.053981327,-0.03604175,-0.011479359,-0.05441323,-0.4753546,-0.36206928,-0.0106477365,0.009228954,-0.73285836,0.095246084,-0.04888434,-0.09408386,-0.11688507,-0.030200202,-0.017133707,-0.1553475,0.0009827684,0.07913258,-0.002586456,-0.83453685,0.012508465,0.14771238,-0.057694174,-0.1683757,-0.081562355,-0.055469528,-0.07686414,-0.02581123,0.08739386,-0.0017107148,0.05468645
155,-0.009972845,0.0,-0.05330626,-0.013648612,0.00090707996,-0.10121794,-0.1400266,-0.3198316,-0.47146302,-0.006423521,0.30698487,-0.00418542,-0.013118008,-0.0045423927,0.0013652266,-0.043724455,-0.17063837,-0.042316318,0.04237069,0.0022469575,0.11230144,0.09582417,-0.2940286,-0.050488397,-0.036580637,0.12198049,0.06515138,-0.06584029,-0.14341171,-0.4812623,-0.07152433,0.020344397,-0.04263787,-0.14477603,-0.15650252,-0.0893884,-0.64861035,-0.34662664,-0.062177464,-0.07211134,-0.011479359,0.00018111756,-0.59135824,-0.3793115,0.005277653,0.0068939356,-0.6999764,0.12480994,-0.010933047,-0.13785987,-0.12673113,-0.03973241,0.07519307,-0.14118871,0.004541699,0.058656983,-0.02774224,-0.9181606,0.0077919643,0.18734436,0.0013697781,-0.10036683,-0.08508526,-0.25131443,-0.008792372,0.20018822,-0.005043419,-0.053640738,-0.22630015
156,-0.012131561,0.0,-0.023670986,-0.05157466,0.0018171669,-0.03107953,-0.2354483,-0.1831669,-0.2656993,0.06449238,-0.108828545,-0.020115484,0.09918023,-0.0014037513,0.0013011049,-0.02541992,-0.15110116,-0.023044026,-0.054213442,0.004557673,0.07952492,0.07776405,-0.3356006,-0.1362121,0.16645533,0.05608157,0.10183132,-0.03885881,-0.09242518,-0.5509484,0.06462813,0.011829086,-0.06798812,-0.25458226,-0.12931529,0.26130962,-0.6810402,-0.38090044,-0.050957315,-0.043577906,-0.011479359,-0.03377226,-0.561519,-0.38750693,-0.0106477365,0.014126836,-0.6358406,0.09682027,-0.030395133,-0.06866671,-0.11611458,-0.04144403,-0.037375916,-0.11859062,-0.001968746,0.06683469,-0.031188698,-0.7205127,-0.18354802,0.1302312,-0.0126955155,-0.15834348,-0.08580868,-0.053841136,-0.07076807,0.15277725,0.020143043,-0.124811955,-0.24792962
157,-0.01145037,0.0,-0.002587934,-0.05117482,0.02093285,-0.14176764,-0.1222986,-0.31816977,-0.2677983,0.03564573,-0.6472754,-0.006914929,-0.0043275245,-0.00091986044,0.0013011049,-0.039925124,-0.15856607,-0.027989753,-0.034957033,0.024760041,0.05131448,0.01934842,-0.3140575,-0.01171601,-0.14028789,-0.59543514,0.041756216,-0.041703455,-0.11039443,-0.31204534,0.11599513,0.008506764,-0.06813701,-0.008480844,-0.12755826,0.5699885,-0.67048174,-0.3545798,-0.05914267,-0.0735673,-0.011479359,-0.048013173,-0.5640654,-0.36771107,-0.0027135601,0.014126836,-0.6802392,0.042193316,-0.038123194,-0.02755391,-0.07287189,0.055701748,-0.0003221943,-0.029682925,-0.046627887,0.036835857,0.005018024,-0.7867594,0.040144466,0.23538609,0.0067532808,-0.035225198,-0.091356516,-0.04952418,0.012471089,0.22213036,0.077626325,-0.008747358,-0.17437972
158,-0.011400586,0.0,-0.0031801318,-0.031517178,0.0024199397,-0.17702763,-0.088434786,-0.28476778,-0.5285727,0.026386771,-0.045491412,-0.007165777,-0.002661407,-0.0014037513,0.0013652266,-0.044456854,-0.19689575,-0.04313499,-0.033840343,0.049792506,0.06728708,0.09821005,-0.2649905,-0.026845107,-0.08294484,0.12402444,0.08674541,-0.05368506,-0.21767308,-0.35084862,0.1276216,-0.009070877,-0.03401897,-0.021122467,-0.16007155,-0.13249326,-0.65475553,-0.3700954,-0.05558733,-0.08707943,-0.011479359,-0.033051223,-0.5792691,-0.37097332,0.004775658,0.0073497137,-0.76618814,0.14137508,-0.012705205,-0.107573874,-0.10287865,0.086269476,-0.04412152,-0.17358002,-0.0018142434,0.06416989,-0.03240349,-0.891088,-0.005685786,0.2203747,-0.009647987,-0.07734428,-0.09153192,-0.028565789,-0.035282552,0.17766175,-0.006873945,0.13305229,-0.15131581
159,-0.009972845,0.0,0.0061783185,-0.02722746,0.020914998,0.07602204,-0.13073258,-0.15538315,-0.32038906,-0.061471045,0.30614656,-0.020924564,0.10352011,-0.0045423927,0.0012968362,-0.021842312,-0.16802847,-0.052327853,-0.044083502,-0.041951545,0.07217334,-0.40527466,-0.24470405,-0.016930886,0.15246311,0.05873733,0.09114981,-0.019265648,-0.16000561,-0.51396275,0.2361398,-3.156881e-05,0.018568194,-0.104587324,-0.17327377,-0.36347407,-0.630166,-0.249716,-0.057960123,-0.058292367,-0.011479359,0.0021272916,-0.5383219,-0.37853155,-0.0106477365,-0.0026406157,-0.6752955,0.07604567,-0.030872414,-0.134603,-0.11900876,-0.0052078515,-0.04949567,-0.09794148,-0.004311586,0.061514437,0.0022374499,-0.7770506,-0.0033052359,0.2218937,-0.0012963372,-0.09393225,-0.11174899,-0.058791727,-0.056896266,0.29485953,0.07963502,0.008494829,0.021786027
