feature,mean_abs_shap
contacts_HL,3.9878737384431795
contacts_AH,2.9722774548450137
contacts_AL,2.7529290832081506
chain_plddt_L,0.8879931223705866
avg_interface_plddt,0.7693312426772086
chain_pair_pae_AL,0.7355443239351263
interface_plddt_AL,0.6233007098890261
interface_plddt_AH,0.43225170602224317
avg_pair_pae,0.19958395459011258
chain_pair_pae_AH,0.18047545767931045
scaled_model_RMSD,0.07447471936701851
chain_pair_pae_min_AL,0.04969838992445944
pdockq_AH,0.048151645206308095
scaled_query_RMSD,0.031504659527793445
chain_pae_H,0.028557895038723375
ipTM,0.026601452277735138
iptm_L,0.025309613045240868
ranking_confidence,0.016490925897299308
chain_pair_iptm_AL,0.01574319489220062
chain_pae_L,0.010348421765588306
pdockq2_HL,0.008751610084376771
pdockq2_AL,0.007519271302803704
pTM,0.006600467910361315
chain_pair_iptm_AH,0.006449432980222914
ptm_H,0.005428041323147456
iptm_A,0.005277472407071155
iptm_H,0.002560583616025627
pdockq,0.002393588044661389
LIS_AL,0.0022820413202225636
del_G_B,0.0017197567025887981
ptm_A,0.0016919455419097547
LIS_HL,0.0007896600038391578
avg_LIS,0.000769077534264821
scaled_RMSD_ratio,0.0007575091738460869
ptm_L,0.0005803356537832305
pdockq2_AH,0.00021821299748368215
pdockq_AL,0.00018977105448435153
chain_pair_pae_min_HL,0.0
chain_pair_iptm_HL,0.0
plddt_H3,0.0
chain_pair_pae_min_AH,0.0
fraction_disordered,0.0
chain_pae_A,0.0
query_avg_RMSD,0.0
model_avg_RMSD,0.0
pdockq_HL,0.0
pdockq2,0.0
LIS_AH,0.0
interface_pae_AH,0.0
interface_pae_AL,0.0
interface_plddt_HL,0.0
interface_pae_HL,0.0
total_contacts,0.0
avg_interface_pae,0.0
chain_plddt_A,0.0
has_clash,0.0
chain_plddt_H,0.0
chain_pair_pae_HL,0.0
avg_model_plddt,0.0
avg_internal_pae,0.0
plddt_L3,0.0
