feature,mean_abs_shap
chain_pair_pae_AL,0.07974498
interface_plddt_AH,0.057919465
model_avg_RMSD,0.033649586
avg_pair_pae,0.031311147
interface_plddt_HL,0.030721938
pdockq_AH,0.022353232
chain_pair_pae_AH,0.016938942
query_avg_RMSD,0.01661638
pdockq2_AL,0.014501303
ptm_A,0.010768896
ipTM,0.010187006
LIS_AH,0.008495225
scaled_model_RMSD,0.008448901
chain_plddt_L,0.00837291
pdockq2_HL,0.005676098
contacts_AH,0.004872408
scaled_RMSD_ratio,0.0040982934
pTM,0.0033676948
chain_pair_pae_min_AL,0.0032563922
chain_pae_H,0.0031848655
chain_pae_A,0.002586247
chain_pae_L,0.0025500725
pdockq_HL,0.0023988078
avg_LIS,0.0021549298
LIS_HL,0.0018971306
interface_pae_HL,0.001623211
chain_plddt_H,0.0014815961
LIS_AL,0.0014628641
avg_interface_plddt,0.0014018635
chain_pair_iptm_AL,0.0012838177
chain_plddt_A,0.0011721973
pdockq2_AH,0.0010987859
interface_plddt_AL,0.001045446
plddt_L3,0.0009975254
plddt_H3,0.00096570165
scaled_query_RMSD,0.00093705574
del_G_B,0.0008286721
interface_pae_AH,0.00074462645
total_contacts,0.00063251663
chain_pair_pae_min_AH,0.00062687526
contacts_HL,0.0005755871
ptm_L,0.0005629019
chain_pair_pae_HL,0.0005005387
avg_internal_pae,0.0004931428
pdockq,0.0004894152
contacts_AL,0.0003047596
pdockq_AL,0.0002838124
chain_pair_iptm_AH,0.00023758136
chain_pair_iptm_HL,0.00022695838
ranking_confidence,0.00018314637
chain_pair_pae_min_HL,0.000121717196
pdockq2,5.877601e-05
avg_interface_pae,5.234555e-05
fraction_disordered,1.2888919e-05
iptm_H,1.0818196e-05
ptm_H,0.0
iptm_L,0.0
iptm_A,0.0
interface_pae_AL,0.0
avg_model_plddt,0.0
has_clash,0.0
