feature,mean_abs_shap
chain_pair_iptm_AL,0.0573926
avg_model_plddt,0.0321316
iptm_L,0.02781035
chain_pair_pae_min_AH,0.0216462
query_avg_RMSD,0.018405763
interface_pae_AH,0.016082011
interface_plddt_AH,0.01454715
model_avg_RMSD,0.01009384
chain_plddt_A,0.008917001
scaled_query_RMSD,0.007660542
scaled_model_RMSD,0.007419058
iptm_A,0.0069376943
avg_interface_plddt,0.006225491
interface_plddt_AL,0.0057991296
pdockq2,0.0054085646
pdockq,0.0048692017
pdockq_AH,0.0045806104
interface_plddt_HL,0.0042047533
chain_plddt_H,0.0036958982
scaled_RMSD_ratio,0.003654681
pdockq2_HL,0.0035170652
pdockq2_AH,0.0032126897
ipTM,0.0030842817
contacts_AL,0.0030435272
pdockq_HL,0.0028149318
mpdockq,0.0027158486
chain_pae_A,0.0024460726
contacts_AH,0.002422842
chain_pair_pae_min_AL,0.0022285534
pdockq2_AL,0.0021786813
LIS_AH,0.0020123052
total_contacts,0.001744896
contacts_HL,0.0014791415
iptm_H,0.0014553436
interface_pae_HL,0.0014280309
chain_pair_pae_HL,0.0013855303
chain_plddt_L,0.0013745759
chain_pae_L,0.0012466864
interface_pae_AL,0.0012330997
nres_int,0.0012293042
pdockq_AL,0.0011728104
ranking_confidence,0.0011568874
del_G_B,0.0011435265
chain_pair_pae_min_HL,0.001135347
chain_pae_H,0.001093296
avg_pair_pae,0.0010870803
chain_pair_pae_AH,0.0010189327
mpdockq_HL,0.0008821515
chain_pair_pae_AL,0.00079088483
LIS_HL,0.0007682049
avg_interface_pae,0.00072812603
dSASA_int,0.00070062315
pTM,0.0004982686
ptm_A,0.00039091212
ptm_H,0.00038238254
chain_pair_iptm_AH,0.00035821664
avg_internal_pae,0.00032615344
ptm_L,0.00012813578
mpdockq_AL,0.00010768946
fraction_disordered,8.5746404e-05
avg_LIS,7.2077746e-05
dG_separated,6.924809e-05
chain_pair_iptm_HL,5.06244e-05
mpdockq_AH,3.2966356e-05
has_clash,0.0
LIS_AL,0.0
delta_unsatHbonds,0.0
packstat,0.0
dG_dSASA_norm,0.0
