feature,mean_abs_shap
avg_model_plddt,2.025937580483106
chain_plddt_A,0.1482912106202123
avg_interface_plddt,0.13701528826178666
interface_plddt_AH,0.050004554012891986
scaled_query_RMSD,0.04997666471785819
interface_plddt_HL,0.030510546625753494
chain_pair_iptm_AL,0.030443045608249435
iptm_L,0.025908304625072934
iptm_A,0.025058235701070793
chain_pair_iptm_AH,0.018844446254377558
scaled_model_RMSD,0.016925007817638796
iptm_H,0.015367932620053626
pdockq2,0.013808506404540908
pdockq2_AH,0.011706956251091754
mpdockq,0.009785298516521851
mpdockq_HL,0.007368227795609187
pdockq2_AL,0.002602794893347487
pdockq,0.0023395768476924877
LIS_AH,0.002282976451459554
pdockq_AH,0.0020576615678611137
interface_pae_AL,0.0010574638616997266
pdockq_HL,0.00091711587029876
pdockq2_HL,0.0006003527608254726
packstat,0.0
chain_plddt_L,0.0
chain_pae_A,0.0
chain_pair_pae_min_AL,0.0
chain_pair_pae_min_HL,0.0
delta_unsatHbonds,0.0
chain_pair_pae_min_AH,0.0
chain_plddt_H,0.0
chain_pair_pae_AL,0.0
chain_pair_pae_AH,0.0
chain_pae_H,0.0
nres_int,0.0
chain_pae_L,0.0
avg_pair_pae,0.0
chain_pair_iptm_HL,0.0
chain_pair_pae_HL,0.0
avg_internal_pae,0.0
del_G_B,0.0
dSASA_int,0.0
dG_separated,0.0
fraction_disordered,0.0
query_avg_RMSD,0.0
ptm_L,0.0
ptm_H,0.0
ipTM,0.0
pTM,0.0
ranking_confidence,0.0
pdockq_AL,0.0
mpdockq_AH,0.0
mpdockq_AL,0.0
LIS_AL,0.0
LIS_HL,0.0
avg_LIS,0.0
contacts_AH,0.0
interface_pae_AH,0.0
contacts_AL,0.0
interface_plddt_AL,0.0
contacts_HL,0.0
interface_pae_HL,0.0
total_contacts,0.0
avg_interface_pae,0.0
model_avg_RMSD,0.0
has_clash,0.0
scaled_RMSD_ratio,0.0
ptm_A,0.0
dG_dSASA_norm,0.0
