,fraction_disordered,has_clash,ipTM,pTM,ranking_confidence,iptm_A,iptm_H,iptm_L,ptm_A,ptm_H,ptm_L,chain_pair_iptm_AH,chain_pair_iptm_AL,chain_pair_iptm_HL,chain_pair_pae_min_AH,chain_pair_pae_min_AL,chain_pair_pae_min_HL,chain_plddt_A,chain_pae_A,chain_plddt_H,chain_pae_H,chain_plddt_L,chain_pae_L,chain_pair_pae_AH,chain_pair_pae_AL,chain_pair_pae_HL,avg_model_plddt,avg_internal_pae,avg_pair_pae,plddt_H3,plddt_L3,contacts_AH,interface_plddt_AH,interface_pae_AH,contacts_AL,interface_plddt_AL,interface_pae_AL,contacts_HL,interface_plddt_HL,interface_pae_HL,total_contacts,avg_interface_plddt,avg_interface_pae,pdockq_AH,pdockq_AL,pdockq_HL,pdockq,pdockq2_AH,pdockq2_AL,pdockq2_HL,pdockq2,LIS_AH,LIS_AL,LIS_HL,avg_LIS,piTM,pIS,piTM_A,piTM_H,piTM_L,model_avg_RMSD,query_avg_RMSD,scaled_RMSD_ratio,scaled_model_RMSD,scaled_query_RMSD,dG_separated,dSASA_int,nres_int,delta_unsatHbonds,packstat,dG_dSASA_norm
0,-0.009592288,0.0,-0.031855267,-0.0141287455,-0.06629996,-0.89266825,-0.011400656,-0.18409483,-0.023786075,-0.028902594,7.6738186e-05,-0.25591865,-1.1767082,0.0095212925,-0.019158276,-0.036449887,-0.043824714,-0.26349616,-0.046416964,0.036786653,-0.110813096,-0.17718384,0.04250965,0.013276898,-0.011979708,0.06727284,-0.09152895,-0.008508608,0.031061186,-0.07628105,-0.38913363,-0.009392302,-0.23139012,-0.30076024,0.12846406,-0.45796216,0.07391308,-0.2420477,-0.23527752,-0.0907392,-0.08171703,-0.22041966,-0.011174344,-0.051710255,0.08591832,-0.17610896,-0.24830289,0.32463235,0.27939615,0.014289193,-0.010020982,-0.016273966,-0.008566791,-0.007813574,0.021450095,-0.08008559,-0.022679977,-0.0870156,-0.096252464,0.17714337,-0.38943145,-0.3078007,-0.054245934,-0.18206379,0.0,-0.78020483,-0.10861422,-0.24581406,-0.30069986,-0.03393324,-0.41345543
1,-0.009780216,0.0,-0.027106287,-0.01917314,-0.04506558,-0.9870871,-0.026422506,-0.047290128,-0.018206239,-0.03428567,-0.0015912717,-0.24756935,-1.1135417,0.008327082,0.03535187,-0.027160307,-0.022236291,-0.18088229,-0.052913055,0.062323444,-0.083972864,-0.21997336,0.06336113,-0.0038140295,-0.015571898,0.059932828,-0.06375544,-0.061770964,0.022289619,0.016485827,-0.38058347,0.054931913,-0.104341246,-0.26154956,-0.20733279,-0.23832823,0.06599587,-0.04620005,-0.2690328,-0.10393277,-0.028427515,0.048914064,-0.038170822,0.039122134,0.13928369,-0.15202105,-0.27633986,0.2109971,0.42274532,0.04640292,-0.003198321,-0.032409728,-0.067127906,0.00048138388,0.068166055,-0.15277433,-0.035372805,-0.08755098,-0.09464187,0.20542988,-0.3907787,-0.3519023,0.34399873,-0.23144661,0.0,-0.85150635,-0.020639779,0.110808216,0.022480095,-0.2317426,-0.37496096
2,-0.014152027,0.0,-0.012635059,-0.010058347,-0.02169871,-0.982008,0.008889988,-0.18905835,-0.025527932,-0.03457431,0.007835423,-0.20769215,-1.0641545,0.00906328,-0.024137963,0.011333799,-0.044470675,-0.2625048,-0.038680486,0.066784255,-0.13644113,-0.25315958,0.06909778,0.03478633,0.006945758,0.051864527,-0.0449247,-0.07368812,0.041218687,-0.11740595,-0.45416838,-0.3425579,-0.22230811,-0.26162058,-0.064262375,-0.4829015,0.031927217,-0.08306421,-0.37559506,-0.07687588,0.037701137,-0.16206425,0.0036280649,0.06499978,-0.16695991,-0.12842904,-0.3916632,-0.17362131,0.343181,0.0051526087,-0.016293624,-0.013551576,0.06186918,0.0049032746,0.096440196,-0.11675449,-0.046690334,-0.10299222,-0.0573643,0.09497442,-0.36695203,-0.32198274,-0.020437319,-0.20908232,0.0,-0.66378945,-0.15822159,0.10208517,0.15207547,0.09257702,-0.33958644
3,-0.009417632,0.0,-0.01329196,-0.014627302,-0.028915135,-1.0027535,0.0058078836,-0.19244534,-0.01918121,-0.041234404,-0.00062939804,-0.23557344,-1.0484706,0.01160605,-0.01742472,0.0071381386,-0.05302396,-0.24235374,-0.07128716,0.02012165,-0.12506567,-0.09212027,0.055285543,0.038262244,0.0046299426,0.051578976,-0.09937892,-0.0724681,0.037161086,-0.06996372,-0.46370834,0.0025715828,-0.23150127,-0.2675343,-0.12836933,-0.31213778,0.09297152,-0.038318235,-0.2795474,-0.062441606,0.06744625,-0.18936184,-0.001517311,-0.05732985,-0.13061483,-0.191845,-0.48291376,-0.22300105,0.41952342,-0.0058997762,-0.015324942,-0.017934542,0.063610405,0.016410233,0.120564155,-0.13952492,-0.04031033,-0.078424275,-0.098353475,0.10177176,-0.37155867,-0.35856166,0.0783411,-0.24960317,0.0,0.07364581,-0.22141872,0.12067612,0.1453418,0.21386914,-0.12277378
4,-0.012822207,0.0,-0.011288212,-0.03421692,-0.008060228,-1.0326324,-0.018999362,-0.11694227,-0.031006472,-0.03692282,0.009391458,-0.17296243,-1.1066153,0.016841391,0.019768966,-0.06766391,-0.06929937,-0.2097459,-0.034894444,0.09585854,-0.10480516,-0.17668572,0.0818977,-0.024424,0.00092909276,0.03265782,-0.10460693,-0.053019922,0.028407836,0.04929472,-0.3267727,-0.31633162,-0.09318593,-0.31393656,-0.27564934,-0.19187899,-0.6207119,-0.0246603,-0.40560144,-0.14384536,0.12775435,-0.016028842,-0.059514906,-0.037198134,-0.21913642,-0.09995219,-0.3813815,0.20592913,-0.6107465,0.03200464,-0.0061680945,-0.023749948,-0.05480825,0.005174324,0.05152776,-0.094802216,-0.03908975,-0.32594544,-0.07906286,-0.17071539,-0.35006216,-0.2507489,0.2548038,-0.12829822,0.0,0.047500346,-0.22554971,0.058441397,0.051527217,-0.31391752,0.07339016
5,-0.0097510535,0.0,-0.016689427,-0.015358005,-0.06708953,-0.94118434,0.0002307276,-0.17544165,-0.031233363,-0.02773732,-0.0002482431,-0.2448514,-1.1195254,0.007757621,0.027983751,-0.0417605,-0.057947565,-0.3531195,-0.07427069,0.025198327,-0.112696506,-0.15241148,0.05418788,0.010558577,-0.026019081,0.0542928,-0.14785352,-0.11242288,0.034744915,-0.036615662,-0.45298445,-0.0037549855,-0.290649,-0.29379332,0.30475992,-0.55828476,0.09364518,-0.21072254,-0.27491668,0.1624442,-0.083182454,-0.22470327,-0.015246233,-0.1426672,0.08936958,-0.19716832,-0.22060671,-0.09274595,0.26514485,0.0068446836,-0.0037114148,-0.06605027,-0.027586687,0.02725961,0.022151325,-0.06713145,-0.011890698,-0.13751684,-0.088366054,-0.08337679,-0.35872725,-0.2676915,-0.018588739,-0.18017064,0.0,0.09547742,-0.13587277,-0.2744471,-0.30540636,0.14872517,0.0034291102
6,-0.012383503,0.0,-0.018007029,-0.017724056,-0.023836056,-0.87692666,2.4214503e-05,-0.17693055,-0.028888367,-0.034233965,0.0047492785,-0.2067883,-1.0360956,0.0072844625,-0.013112573,-0.038978066,-0.044692025,-0.27401707,-0.073743165,0.041794527,-0.08060107,-0.41583785,0.079370975,0.05836998,-0.025034947,0.031806607,-0.11457417,-0.12819247,0.022152562,-0.07355687,-0.4030231,-0.3678446,-0.07456968,-0.24253267,-0.29472008,-0.19881085,0.047574863,-0.062579796,-0.3726081,0.11463109,-0.0014619287,0.024035592,-0.025604082,0.0016772547,-0.27692696,-0.15293752,-0.52819383,-0.2061388,0.23318443,0.0041312305,-0.013024362,-0.01616995,0.039829176,-0.017181769,0.020398643,-0.13261327,-0.047257505,-0.0150173325,-0.04913286,0.11850364,-0.34086865,-0.3730236,-0.026045093,-0.17797047,0.0,-0.6979175,-0.17123502,0.094848394,0.07931068,0.13598245,-0.35178313
7,-0.011104895,0.0,0.0015611509,-0.033418935,-0.01051221,-0.92635393,-0.013313622,-0.118070714,-0.027834594,-0.014477878,0.012234742,-0.19221371,-1.1559775,0.010173652,0.0031654814,-0.1790705,-0.12640259,-0.2637465,-0.038862538,0.15215115,-0.056530047,-0.16458848,0.075700864,-0.0029484117,0.00612766,0.040019944,-0.17337729,-0.08108202,0.019724699,0.0020796757,-0.3506278,-0.30619726,-0.11859055,-0.28391123,-0.23620926,0.49283412,-0.5445458,-0.017532159,-0.39547792,-0.088786595,0.020151418,-0.13133474,-0.057090245,-0.004070184,-0.22424828,-0.10208111,-0.34235248,0.181529,-0.4366993,0.036935348,-0.008329016,-0.022590285,-0.044190254,-0.0007668496,-0.043049738,-0.15927804,-0.032316953,-0.275445,-0.067996986,0.07751514,-0.3688227,-0.21734926,0.25110117,-0.1526961,0.0,-0.0055149645,-0.18045792,0.050038848,0.14009815,-0.24870574,-0.11095057
8,-0.009964997,0.0,-0.013157647,-0.050107114,-0.008931466,-0.9787703,-0.021811193,-0.114778414,-0.021510428,-0.021231268,0.00225484,-0.18774277,-1.1376039,-0.0011267641,-0.056481253,-0.2030435,-0.051185887,-0.23986515,-0.05138499,0.096393935,-0.03891145,-0.15224451,0.07417284,-0.028587405,0.0069365194,0.024157204,-0.14839692,-0.08559454,0.028499424,-0.0002789609,-0.3118049,0.012855435,-0.16783684,-0.2892739,-0.40773213,-0.15880923,-0.69138545,-0.03635795,-0.32479337,0.12634562,0.083585985,-0.010455653,-0.058254104,-0.09367554,-0.37120023,-0.17928183,-0.4842608,-0.067817144,-0.6156446,-0.02882121,-0.0069048526,-0.022994425,-0.06142828,0.022564445,-0.028143283,-0.17929566,-0.046942983,-0.29989743,-0.112162694,-0.06372185,-0.32166103,-0.17438833,0.24295576,-0.13441059,0.0,-0.01017121,-0.17718723,0.05696582,0.041125968,-0.17212304,-0.11873989
9,-0.007861458,0.0,-0.024520382,-0.0056741848,-0.066921666,-0.93637794,-0.011463482,-0.07844723,-0.05488476,-0.027486544,-0.0028229924,-0.26995042,-1.155415,0.007757621,-0.023365458,-0.050290603,-0.082043566,-0.36633712,-0.096109,0.025037685,-0.10876297,-0.14714338,0.032983433,0.006048699,-0.01703849,0.050584164,-0.1436428,-0.09749956,0.02942635,-0.010332933,-0.36645532,-0.0030784318,-0.21146573,-0.31250772,0.26651427,-0.19217445,0.07331292,-0.22059858,-0.21031143,-0.041795373,-0.07232125,0.0030983484,-0.013077021,-0.17083597,0.13236275,-0.1846682,-0.19979446,-0.09052148,0.3336348,0.022040768,-0.025153568,-0.05747837,-0.024160393,0.036455695,0.0025202967,-0.06418141,-0.011052188,-0.10481493,-0.084426634,-0.036391594,-0.336984,-0.27589363,-0.016473046,-0.17790212,0.0,-0.7471995,-0.10809319,-0.25531456,-0.34508216,0.1500899,-0.40212828
