,fraction_disordered,has_clash,ipTM,pTM,ranking_confidence,pdockq_AH,pdockq_AL,pdockq_HL,pdockq,pdockq2_AH,pdockq2_AL,pdockq2_HL,pdockq2,LIS_AH,LIS_AL,LIS_HL,avg_LIS,contacts_AH,interface_plddt_AH,interface_pae_AH,contacts_AL,interface_plddt_AL,interface_pae_AL,contacts_HL,interface_plddt_HL,interface_pae_HL,total_contacts,avg_interface_plddt,avg_interface_pae,chain_plddt_A,chain_pae_A,chain_plddt_H,chain_pae_H,chain_plddt_L,chain_pae_L,chain_pair_pae_AH,chain_pair_pae_AL,chain_pair_pae_HL,avg_model_plddt,avg_internal_pae,avg_pair_pae,model_avg_RMSD,query_avg_RMSD,scaled_RMSD_ratio,scaled_model_RMSD,scaled_query_RMSD,iptm_A,iptm_H,iptm_L,ptm_A,ptm_H,ptm_L,chain_pair_iptm_AH,chain_pair_iptm_AL,chain_pair_iptm_HL,chain_pair_pae_min_AH,chain_pair_pae_min_AL,chain_pair_pae_min_HL,del_G_B,plddt_H3,plddt_L3
0,-0.00025156900653313524,0.0,0.0012078419551675712,0.00030781563678378837,0.0010989719778183027,-0.0037685606691519324,-0.0015903356051451961,-0.0016862947256303037,-0.01240011273429837,-0.0005916558296004543,-0.0006137054058820424,-0.0016802932293471656,-0.0006438625494764941,-0.0013351661424789302,-0.0013467572077302814,0.001805590212782461,-0.0007752438797119648,-0.0006245522050139299,-0.0042925828757000226,-0.003167543373295681,-0.0031544529711562894,-0.003269860393872087,-0.002679009964258565,3.299659908681529e-05,-0.0012980291976375513,-0.001375132734796572,-0.00235562579931696,-0.003512812827559997,-0.002819082764755218,-0.004293158958347018,0.001895749032214178,-0.000840358872636171,-0.0003212906196032733,-0.0027938381862558995,-0.0015886016701748065,-0.002834063112827516,-0.0029574968993667655,-5.6598596269517853e-05,-0.0030699942095211777,0.0014532378958289974,-0.002780689672482399,-0.0010713018991331535,-0.0012931056464176999,1.7205984497448146e-05,-0.0026349664959536626,-0.0024397710636031578,-0.004451709002720225,-0.0037024586961751232,-0.0034806133414474055,-0.0013264367321744533,0.0005709739432849109,0.00014753388977196968,-0.004328887083406431,-0.004306745321137374,0.0014016555284917381,-0.003012543797039677,-0.0025186128568884594,0.00213541736906573,0.0011711320240709797,-0.004290225179650782,0.00012984485183290678
1,-0.0002504755035135503,0.0,0.0012010498027437075,0.0003419283976016374,0.001142260264993783,-0.0014188886443990759,-0.0015496430085005439,-0.0009846310477661172,-0.011033469219960478,-0.0005845459916551249,-0.0006448752424885046,-0.0020460804197900417,-0.0006430445332774593,-0.0013471380361088914,-0.0013096342278879416,0.001590413417883088,-0.0008533326744728301,0.00017275506131673307,-0.001994977068001745,-0.003090389705312481,-0.0020013572191209875,-0.0025307172655096993,-0.0036352206417018113,-0.0005760942605627373,-0.0027789578668208983,-0.0014012781871826224,-0.0006228666885860837,-0.002704178222255653,-0.0033431650252093645,-0.004477321039526028,0.0020208277221592727,-0.0009543882690826871,-1.2698607663855221e-05,-0.0038712094912428524,-0.00187905216497989,-0.002754160222644325,-0.0029302419120279186,-0.0002571704064248184,-0.003529735559557816,0.0015665349633896125,-0.002715739007471102,-0.0013242034475851525,-0.0013133170296346017,-0.00024321072638341934,-0.0026798788339489413,-0.0024316402569950907,-0.004429351977391839,-0.003658263010243204,-0.003538828221266166,-0.0010354877904720158,0.001478376315525956,-0.0004768625129941903,-0.004581583305381366,-0.004219737587389395,0.0014061865293877457,-0.0028617355808789532,-0.002743967584108928,0.002153981073391792,0.00024107805996748805,-0.003843756411956535,-0.0002241528209157781
2,-0.0002503682720564823,0.0,0.001167702480026303,0.0006765323749264238,0.0013643398783023952,-0.0020360891433679335,-0.0013922346799130347,-0.0036646879539190894,-0.011058912567452055,-0.0006072740941277938,-0.0006542805866806903,-0.003302111848215418,-0.0006422579803043102,-0.0013214399857699871,-0.0013463644297582386,0.002153293220854696,-0.0007452538480460166,0.0005142697228861445,-0.0038402714432475005,-0.0045711814888302615,-0.0021819484409429935,-0.004374031577067325,-0.004525000507431778,-0.0020982923267436684,-0.004494822203299734,0.0001561821538892741,0.0004651784998054645,-0.004656777434442365,-0.00430833600840843,-0.005254881934586057,0.001961600375260851,-0.0003557922371394337,0.0008266003286358514,-0.0031192497432156255,-0.0012351716689997863,-0.0034394322223565213,-0.003546499663352909,0.0009043145440067873,-0.0033446263491342595,0.0017433941964119376,-0.0032583680128681555,-0.0019052425777409884,-0.0012838674084026946,-0.0008862709312561848,-0.0026865926488824077,-0.0024249684036625682,-0.004417390364152056,-0.003632340714525624,-0.003553865430830652,-0.0010299444968193128,0.001468267217086379,0.000136414935428944,-0.00446081490764097,-0.004291410117275844,0.0029887392180465225,-0.0037274861570158815,-0.0032583197469369662,0.0025935858851563395,0.0006083888115276312,-0.003484087129566278,-6.858692227757618e-05
3,-0.00024573079189739444,0.0,0.0014490090163886832,0.0007610373089591005,0.0017108929343173512,-0.00401279655078024,-0.0004457598246077263,-0.0005052740872692543,-0.011248978649836115,-0.0005808954828906837,-0.0006281163446372195,-0.0009961433504836817,-0.0006304357252700996,-0.0013292069026406977,-0.0013515566300168272,0.0018444353083273274,-0.0008097345423499838,-0.0015389776127178595,-0.00492593163243972,-0.0027406105996627197,0.001428165187761156,-0.003671279777506309,-0.0027328624284457953,0.000255734221935304,-0.0002928295219239638,-0.00027296174834427755,-0.0007161684411729,-0.0036949462171074754,-0.0026387932852503515,-0.004298991577748976,0.0018690692539770973,-0.000443375425286191,0.0001957310749826774,-0.002873395116568138,-0.0017414336994512336,-0.002083016763138594,-0.002127233265897477,4.159628242902946e-05,-0.0029028951387472315,0.0014759674046197976,-0.002028248191843683,-0.0008283934986396957,-0.001292867558029702,0.0003317104935671375,-0.0025958613981219916,-0.002437349550200786,-0.004125244933101312,-0.003412172415358808,-0.0031591912238767145,-0.00134467271263123,0.0014970866790589982,-0.0004905786869538534,-0.004177386400948377,-0.0038806107555595312,0.002240378488752519,-0.0020534792739569513,-0.001295530657715406,0.0023995695212425186,0.0005701559758615193,-0.003572615200252073,0.0001621287183373593
4,0.0006027562694280938,0.0,0.0014292770933635873,0.00070957429536328,0.0011556625575996834,-0.0035754661960412312,-0.0015601667260289262,-0.001440806726198049,-0.01236633835982362,-0.0005936046182680593,-0.0007854016991337837,1.6196066285986688e-05,-0.0006477121007421038,-0.0013158440828429582,-0.0013511569044282606,0.0018874182351741736,-0.0007946859256967795,-0.00012576367358663187,-0.004467169969370154,-0.003110590693248823,-0.0017970546091958667,-0.0047190892693236355,-0.003490037788001374,-3.444155218870065e-05,-0.0008232385593322789,-0.0010315942426373029,-0.0011001407441777467,-0.004143777953573777,-0.0032408819269610922,-0.0049065483017782865,0.0018608596935687227,-0.0005527343045730188,-3.726878144902357e-05,-0.0033229958863020825,-0.0019429489125749114,-0.0027747982871001303,-0.0031254326727152837,-8.66717072450715e-05,-0.003374243902125401,0.001394590328439367,-0.0027105388623055032,-0.0022351782831032674,-0.0012970665169661291,-0.001209877072144122,-0.0027965851089557098,-0.0024449877038039483,-0.004288632367815869,-0.0033275881168882415,-0.0033803726677047036,-0.0013256135392692714,0.0005696788710987319,-0.0004989278264116645,-0.004299465249078489,-0.00416436354349229,0.0022094515664696085,-0.002763128313874,-0.0024488580765756607,0.00227316977689198,0.0007225685071242799,-0.003686425125668809,3.1170630790944287e-06
5,-0.0002426600582524016,0.0,0.001684881148338216,0.0011352537259298467,0.0016797369925414668,-0.0026378542622029835,-0.0014549393431766006,-0.001982764619980759,-0.011501685790592145,-0.0005776029451469017,-0.0006265978941409414,-0.004760356052682151,-0.0006375839054872587,-0.0013157243844740749,-0.0013502175390027321,0.001839175402088486,-0.0007899677842230016,0.00043229424128913424,-0.0033931102776541197,-0.0030436882809072308,-0.0009801503468884268,-0.002593663071768809,-0.0024287465194303068,-0.0012096949006213942,-0.0031608209825117126,-0.0013721101617429066,0.0005384948313108262,-0.0033723988277047576,-0.002719199392796988,-0.003622035089983086,0.0017946946573869985,-0.0008582131393384956,-0.00023803059598175025,-0.0027251733975013556,-0.001636463670646765,-0.001957232920836223,-0.0018120671915498598,4.277248486903723e-05,-0.0028035712279237193,0.0013610563899494263,-0.0017400160884875893,-0.00046100922364991637,-0.0012886812078471768,0.0007483856901180919,-0.002482754999311214,-0.0024955330902328224,-0.003658140690389715,-0.0030418507919751994,-0.003155657585645781,-0.0016329963910303238,0.00058396380143972,-0.0004910578689631337,-0.0037764223920210907,-0.0036848894289731662,0.0014205915630393223,-0.0015021380170707962,-0.00087346917331034,0.002475116544187153,0.0004032741153216987,-0.00373572277595928,6.885230224722844e-05
6,-0.0002473869855260033,0.0,0.0012245964644804277,0.0007296728235072422,0.0014107146609774815,-0.0030742949322467225,-0.0007201512079792333,-0.001490204332367566,-0.010719556491724042,-0.0005887286195992228,-0.0006377684667513497,-0.004378445791602466,-0.0006395918461559735,-0.001301276390276225,-0.0013003760416997676,0.0020307468265134618,-0.0007703776941667129,0.00036415872744783445,-0.004336486909796662,-0.003229047668096105,0.0010827760376903792,-0.004263791990014587,-0.003722781905786253,-0.0009361794340673607,-0.0022910765834439767,-0.00016089841128143906,0.001493366192542922,-0.004194605146884932,-0.003353811439826125,-0.005168755477064552,0.0018187453264658301,-0.0008061575975760737,-9.143667001001998e-05,-0.0023556396183966807,-0.00098888464435027,-0.002633963305053867,-0.0029000313340830502,0.0005040199020122232,-0.003311353239490236,0.0015239142080927387,-0.002629284627223019,-0.0008803043114955916,-0.0012953257771237126,0.0002599474022248957,-0.0025908189193363726,-0.002456703754580014,-0.004269998563157518,-0.0037218367593788992,-0.0035070381207842824,-0.001341592229234502,0.0005800701598209432,0.00015024200350575306,-0.004304834573360811,-0.004352509689166423,0.002225069946969971,-0.002550255228361137,-0.0021278993199194685,0.0025193125967791843,0.0003271057913090125,-0.0033743273876061727,0.00027638570260461043
7,-0.0002472675846915545,0.0,0.0011780697791814107,0.00034011955571866537,0.0011175050977845075,-0.002024011028842372,-0.0015674107190843667,-0.0014395745122371961,-0.011228304539448952,-0.000565668618875248,-0.0007799104558895986,-0.0006552208608666746,-0.000649385596957916,-0.0013403696715239832,-0.0013707282728970607,0.001424330640420135,-0.0008981028863280782,-0.00011968333512236973,-0.0029169413131222358,-0.0029143928570809566,-0.0027128935319038344,-0.0022377946778630864,-0.0028739738255740485,-0.0007555915527620999,-0.0033269854712798808,-0.002608921787537119,-0.0011812609627098944,-0.003090480550675047,-0.003034968147806766,-0.004119463977709563,0.0020001790150349086,-0.0013737163615143502,-0.0006679210044117645,-0.00379057064399433,-0.001759044460567058,-0.0024548996071126136,-0.0026350194597941495,-0.000561057603268876,-0.0034409015673686275,0.001470442621137033,-0.0025016325810382073,-0.0014168355578534284,-0.0012872676636612665,-0.000357824381115493,-0.0026909962282973265,-0.002426501554350702,-0.004255276774718771,-0.003710469524459553,-0.0034832816714920195,-0.001030094171935697,0.0005741711609755992,-0.000500273038483455,-0.004346030825355569,-0.004274572849444394,0.0014053957796929528,-0.002476973885691479,-0.0020712678035348514,0.0021119506498920443,0.0012829962155234062,-0.004356760206626502,-0.00025848319257196217
8,-0.00024587274004244514,0.0,0.0009513533435384011,0.0003364387794269341,0.0011166235220435236,-0.0036480475454154435,-0.0005500720872626402,-0.0018601865701332598,-0.010765792017231206,-0.0005958176173929755,-0.0006421984100922484,-0.00037096411199993157,-0.0006552055375451116,-0.0013193577181883284,-0.0013309292442692383,0.0017026657683494248,-0.0008155628141207419,-3.478294606179544e-05,-0.005178553823829583,-0.004286523185550409,0.0010644341645082434,-0.003862378661381727,-0.00437731461570208,-0.00021233858117315763,-0.0016692984764095573,-0.0007168386638699356,0.0006918343690639553,-0.0042279958097948475,-0.004261823746373475,-0.005860678881211036,0.001817597018705007,-0.0008918309571259789,-0.0004615126669904532,-0.002634586548520952,-0.0012307876156791714,-0.003657893006889408,-0.0037719654788304705,2.183183950087153e-05,-0.003685177658738187,0.0014233770256395495,-0.003581194806130575,-0.0015202580037365077,-0.0012824173032557132,-0.00046585203581222395,-0.0026534317702313903,-0.0024332498449113754,-0.004592682188734203,-0.0040706378517624126,-0.0038728302968912623,-0.001330238955751302,0.0005700962371533863,0.0001353157194872029,-0.004664419524425381,-0.004504580167260699,0.0013928143948607821,-0.004297860295501846,-0.003877835572023494,0.002269474342960945,0.00045118176528670395,-0.004002446035288022,0.00025114888335223823
9,0.0006151851375487127,0.0,0.0014619126392502874,0.0007336968788604972,0.0014217758036242367,-0.0037654002857298446,0.0004417280781815955,-0.00031289567585277706,-0.010020449636677267,-0.0005821429038595019,-0.0006364920473673832,-0.0014269448273941804,-0.0006278935873874902,-0.0013272947560728707,-0.0013523360133644233,0.001884219833754898,-0.0007843861874510735,-0.0005310711681293934,-0.0030573633089348087,-0.0027390543411218576,0.003365561641536459,-0.002910434314162394,-0.002670605883759593,-0.0005489049679909611,-0.0015005456708242493,-0.0016138976259058857,0.0017563883808634564,-0.002968711633239557,-0.0027560140260003627,-0.004529106409400165,0.0017257867667279103,-0.0006769812837724709,-0.00016069568139187584,-0.002414029388705219,-0.0014403034400665773,-0.0021422794579385243,-0.002179911571807011,-3.4927131826491264e-05,-0.0029438659339897713,0.0013416554641638018,-0.0020984245071870924,-0.0006645469467213491,-0.001287834203151525,0.0005064939054743936,-0.0025668029649954516,-0.002457054150958961,-0.004056804436127395,-0.0033484590543074594,-0.0031343439764998926,-0.001934830282414847,0.0005864458592007224,0.00014924822034242252,-0.0042082336863936975,-0.003974637180346317,0.0014317844498595578,-0.0021380895385930965,-0.0016752617935547193,0.002271489970343314,-0.0005957458185795947,-0.003578201251945627,9.867482895948437e-05
