feature,importance
iptm_A,0.36716235
chain_pair_iptm_AH,0.13562185
chain_pair_pae_min_AH,0.13528553
chain_pair_iptm_AL,0.05632308
avg_model_plddt,0.05589417
interface_plddt_AH,0.027567059
avg_interface_plddt,0.024611281
interface_pae_AH,0.02209704
chain_pair_pae_min_AL,0.01325423
iptm_H,0.011593405
avg_interface_pae,0.01148217
pdockq2_AH,0.008788848
mpdockq_HL,0.0076525435
pdockq2,0.006239464
chain_pae_L,0.0058194613
interface_plddt_AL,0.0058097397
pdockq,0.0051709986
del_G_B,0.0050130305
mpdockq,0.004970252
contacts_AL,0.004496311
pdockq_AL,0.004361126
pdockq2_HL,0.0043442803
pdockq_HL,0.0041810074
scaled_query_RMSD,0.0038584543
query_avg_RMSD,0.003640399
total_contacts,0.0034873078
LIS_AH,0.0034128318
mpdockq_AL,0.003395392
chain_pae_A,0.0033831715
scaled_model_RMSD,0.00336417
ranking_confidence,0.0032113479
scaled_RMSD_ratio,0.0029244588
avg_internal_pae,0.0029180266
chain_pair_pae_AH,0.0028477176
model_avg_RMSD,0.0028181435
interface_plddt_HL,0.0028168864
mpdockq_AH,0.0027943794
chain_pae_H,0.002557177
pdockq_AH,0.0022950147
avg_pair_pae,0.0022657968
contacts_AH,0.0021750717
ipTM,0.0020035517
LIS_HL,0.0019848915
chain_plddt_A,0.0019082633
chain_pair_pae_min_HL,0.0019052566
ptm_A,0.0018531242
avg_LIS,0.0018518916
pdockq2_AL,0.0017960151
interface_pae_AL,0.0016033761
pTM,0.0016006784
contacts_HL,0.0015878889
interface_pae_HL,0.0
LIS_AL,0.0
fraction_disordered,0.0
has_clash,0.0
chain_pair_iptm_HL,0.0
ptm_L,0.0
ptm_H,0.0
iptm_L,0.0
chain_plddt_H,0.0
chain_plddt_L,0.0
chain_pair_pae_HL,0.0
chain_pair_pae_AL,0.0
