precision,recall,thresholds
0.3806060606060606,1.0,67.14971905748317
0.38083687083080653,1.0,67.81261093911249
0.38106796116504854,1.0,68.7945576778085
0.38129933211900424,1.0,69.01533325043522
0.38153098420413123,1.0,69.21575743385624
0.3817629179331307,1.0,69.23680555555555
0.3819951338199513,1.0,69.43402662229619
0.38222763237979307,1.0,69.46205784913353
0.38246041412911086,1.0,69.753269280041
0.3826934795856185,1.0,69.88771316882483
0.3829268292682927,1.0,69.90384978743505
0.38316046369737644,1.0,70.05697703136578
0.3833943833943834,1.0,70.20414890918316
0.3836285888821014,1.0,70.55714652956298
0.38386308068459657,1.0,70.59727296937417
0.38409785932721713,1.0,70.6796978223636
0.3843329253365973,1.0,70.71402427184466
0.38456827924066134,1.0,70.72281044926805
0.38419117647058826,0.9984076433121019,70.73212881270481
0.384426732066217,0.9984076433121019,70.75209095226786
0.38466257668711656,0.9984076433121019,70.9816015145313
0.3848987108655617,0.9984076433121019,71.03960851163883
0.38513513513513514,0.9984076433121019,71.04143203883496
0.38537185003073143,0.9984076433121019,71.04541123974916
0.3856088560885609,0.9984076433121019,71.14096960414703
0.38584615384615384,0.9984076433121019,71.18906158663883
0.38608374384236455,0.9984076433121019,71.20827440880356
0.38632162661737524,0.9984076433121019,71.23339728023312
0.38655980271270035,0.9984076433121019,71.25997122302157
0.3867982726711906,0.9984076433121019,71.3471842702294
0.387037037037037,0.9984076433121019,71.37129344101811
0.38727609635577515,0.9984076433121019,71.4008459142104
0.38751545117428926,0.9984076433121019,71.45629570016094
0.3877551020408163,0.9984076433121019,71.48738700564971
0.3879950495049505,0.9984076433121019,71.55017326732673
0.38823529411764707,0.9984076433121019,71.86265208703375
0.38847583643122674,0.9984076433121019,72.27078310553438
0.38871667699938006,0.9984076433121019,72.28827751756441
0.3889578163771712,0.9984076433121019,72.35157712111037
0.3891992551210428,0.9984076433121019,72.37791272075762
0.38944099378881986,0.9984076433121019,72.42800621118012
0.3896830329397141,0.9984076433121019,72.49566246056781
0.38992537313432835,0.9984076433121019,72.60818972332017
0.39016801493466086,0.9984076433121019,72.72820023980815
0.3904109589041096,0.9984076433121019,72.79439975550122
0.39065420560747666,0.9984076433121019,72.79723048327138
0.39089775561097256,0.9984076433121019,72.81225622288194
0.3911416094822208,0.9984076433121019,72.81573449524672
0.3913857677902622,0.9984076433121019,72.95281343656342
0.391630231105559,0.9984076433121019,73.00807994289792
0.391875,0.9984076433121019,73.31394708994708
0.3921200750469043,0.9984076433121019,73.39381697981908
0.3923654568210263,0.9984076433121019,73.55190220241215
0.3926111458985598,0.9984076433121019,73.61731107954546
0.39285714285714285,0.9984076433121019,73.63438946331857
0.3931034482758621,0.9984076433121019,73.77585103522452
0.3933500627352572,0.9984076433121019,73.95189410722199
0.3935969868173258,0.9984076433121019,73.96429042067916
0.39384422110552764,0.9984076433121019,74.01550142103126
0.3940917661847894,0.9984076433121019,74.32407427937915
0.39433962264150946,0.9984076433121019,74.38283133890269
0.394587791063562,0.9984076433121019,74.41610529621101
0.39483627204030225,0.9984076433121019,74.47205259638957
0.3950850661625709,0.9984076433121019,74.48319157553665
0.3953341740226986,0.9984076433121019,74.56737757589187
0.39558359621451106,0.9984076433121019,74.60534842478614
0.3958333333333333,0.9984076433121019,74.66082253586303
0.39608338597599496,0.9984076433121019,74.66643865579638
0.3963337547408344,0.9984076433121019,74.6917928603911
0.396584440227704,0.9984076433121019,74.73449052132702
0.3968354430379747,0.9984076433121019,74.73993788032455
0.39708676377454083,0.9984076433121019,74.7495138888889
0.3973384030418251,0.9984076433121019,74.76196089908686
0.39759036144578314,0.9984076433121019,74.81229599406528
0.39784263959390864,0.9984076433121019,74.9308783937942
0.3980952380952381,0.9984076433121019,74.94763781984605
0.3983481575603558,0.9984076433121019,74.96394766023508
0.3986013986013986,0.9984076433121019,74.98316472511752
0.3988549618320611,0.9984076433121019,74.98731411068864
0.39910884786760026,0.9984076433121019,74.99139989837398
0.3993630573248408,0.9984076433121019,74.99161106135243
0.39961759082217974,0.9984076433121019,75.08144687106258
0.39987244897959184,0.9984076433121019,75.12726641242168
0.40012763241863436,0.9984076433121019,75.18685728952772
0.4003831417624521,0.9984076433121019,75.20131822282364
0.40063897763578277,0.9984076433121019,75.32995439739413
0.4008951406649616,0.9984076433121019,75.35687260859778
0.40115163147792704,0.9984076433121019,75.37625540141006
0.4014084507042254,0.9984076433121019,75.45237758433079
0.401665598975016,0.9984076433121019,75.58673200366805
0.40192307692307694,0.9984076433121019,75.62108151922186
0.4021808851828095,0.9984076433121019,75.63700674732434
0.4024390243902439,0.9984076433121019,75.64590725353693
0.4026974951830443,0.9984076433121019,75.68712811236432
0.40295629820051415,0.9984076433121019,75.72191943127962
0.4032154340836013,0.9984076433121019,75.80915624168219
0.4034749034749035,0.9984076433121019,75.8344618438465
0.40373470701867353,0.9984076433121019,75.85623278076115
0.40399484536082475,0.9984076433121019,75.86823290453623
0.40425531914893614,0.9984076433121019,75.87514802259886
0.4045161290322581,0.9984076433121019,75.94711466165413
0.40477727566171723,0.9984076433121019,75.96542870677403
0.4050387596899225,0.9984076433121019,76.06799164524422
0.40530058177117,0.9984076433121019,76.11220165068035
0.4055627425614489,0.9984076433121019,76.13162099956159
0.4058252427184466,0.9984076433121019,76.14429561717353
0.405440414507772,0.9968152866242038,76.15269677147077
0.40570317563188596,0.9968152866242038,76.16281811731315
0.4059662775616083,0.9968152866242038,76.16948371989295
0.4062297209604153,0.9968152866242038,76.2327435030636
0.4064935064935065,0.9968152866242038,76.27314421076957
0.40675763482781024,0.9968152866242038,76.2840613562971
0.4070221066319896,0.9968152866242038,76.3459941266043
0.4072869225764476,0.9968152866242038,76.35435240963857
0.4075520833333333,0.9968152866242038,76.373111204247
0.40781758957654723,0.9968152866242038,76.39027679362269
0.40808344198174706,0.9968152866242038,76.46025682507585
0.40834964122635353,0.9968152866242038,76.54019480519482
0.4086161879895561,0.9968152866242038,76.59477785613541
0.40888308295231873,0.9968152866242038,76.60847457627119
