feature,importance
chain_pair_iptm_AL,6011.075854819841
iptm_A,2136.2669673153623
interface_pae_AH,1763.4443857967476
model_avg_RMSD,945.0156865646547
pdockq,917.4493286959315
query_avg_RMSD,797.2116901420313
chain_plddt_A,612.8174185870031
contacts_AL,538.6729288963243
mpdockq,477.86067901555
LIS_AH,352.0291635207024
chain_pae_A,269.207441919986
model_rmsd_scale,265.60540502972714
pTM,263.106492303481
interface_plddt_AL,232.76113657310373
chain_plddt_H,207.56681287091067
contacts_HL,161.24256491375542
pdockq2_AH,157.05716060596026
pdockq2_AL,134.01162703834055
interface_plddt_HL,133.59771550630765
ipTM,131.3086061704717
avg_LIS,125.44254040797068
pdockq_AL,119.44809962483217
pdockq2,109.18135466897303
chain_pae_L,100.63499830189878
avg_internal_pae,96.27616409799802
chain_plddt_L,95.02093453863448
avg_interface_pae,90.54164866877049
chain_pae_H,85.70389209573216
chain_pair_pae_min_AH,83.24977690917902
chain_pair_pae_HL,76.75409534640974
contacts_AH,74.094286867007
pdockq2_HL,71.43357092922452
chain_pair_pae_AH,65.48710913322907
chain_pair_pae_AL,58.19309054081137
LIS_HL,57.629778976327216
interface_pae_AL,56.979558713394574
chain_pair_pae_min_AL,56.349020118332234
interface_plddt_AH,52.606099059584835
avg_model_plddt,51.85206149472926
del_G_B,51.77092131402186
avg_interface_plddt,50.54898263360615
interface_pae_HL,50.492524737842714
mpdockq_HL,49.405820035948956
pdockq_AH,44.25475537290102
pdockq_HL,44.000235932177766
total_contacts,39.57300564447769
chain_pair_pae_min_HL,32.15336826129893
avg_pair_pae,30.89458581658255
mpdockq_AH,29.381160968754557
mpdockq_AL,27.36970300972781
chain_pair_iptm_HL,20.508451280700683
chain_pair_iptm_AH,16.573611671018988
ranking_confidence,14.250649150812682
ptm_L,12.515549216419458
iptm_L,9.153800177557697
LIS_AL,6.654423015030913
ptm_H,4.2347424741019495
ptm_A,3.6651221727006487
iptm_H,2.7217294719594065
has_clash,0.0
fraction_disordered,0.0
