feature,mean_abs_shap
chain_pair_pae_AL,0.09057585446599405
model_avg_RMSD,0.035879994784172226
pdockq_AH,0.02917642847159161
interface_pae_AL,0.025237540614855062
query_avg_RMSD,0.024831442538108976
scaled_model_RMSD,0.02147851135787779
ipTM,0.017107827854819905
interface_plddt_HL,0.01371877762005076
LIS_AL,0.012480933725291223
pdockq2_AH,0.011910282196306727
scaled_RMSD_ratio,0.011085037341532048
LIS_AH,0.010970553606582074
contacts_AH,0.0102616789098776
ptm_A,0.009399872535168682
pdockq2_AL,0.009277589658145607
interface_plddt_AH,0.009168445626531333
avg_pair_pae,0.008489638752866718
chain_pair_pae_AH,0.0078976409438324
pdockq2_HL,0.0075924384057326315
avg_model_plddt,0.007219707919964119
avg_interface_plddt,0.007164050691580106
pTM,0.0057434683065453775
chain_pae_H,0.00460735905753956
scaled_query_RMSD,0.004282269644846028
ranking_confidence,0.004196339886785231
avg_LIS,0.004033665930752495
LIS_HL,0.003947621257731423
plddt_L3,0.0032965790468349777
iptm_L,0.003185564668725772
chain_plddt_A,0.002590221130828214
chain_plddt_L,0.002545603994170365
interface_pae_HL,0.0024919808360082474
total_contacts,0.002447598289984633
interface_plddt_AL,0.0024315509452628105
chain_plddt_H,0.0023873880107488908
plddt_H3,0.002092496734797539
interface_pae_AH,0.0020723987155562137
chain_pae_A,0.001954695675035774
contacts_HL,0.0019522493710539212
chain_pae_L,0.0019435873134685346
ptm_L,0.0019071146898458125
chain_pair_pae_min_AL,0.0018941000189931659
chain_pair_iptm_AL,0.0018741924237968399
iptm_A,0.0018285365656379323
pdockq_HL,0.0017174362395387195
chain_pair_pae_HL,0.0015636915935459419
pdockq2,0.0015045110278452123
avg_internal_pae,0.0014688121281897248
del_G_B,0.0014004135622860644
pdockq,0.0012837011777930374
avg_interface_pae,0.0012601462605558137
contacts_AL,0.0012040056221400677
pdockq_AL,0.0011665455497393551
chain_pair_pae_min_AH,0.0006627639732890183
iptm_H,0.00044652092916759524
chain_pair_pae_min_HL,0.0003072345446649666
chain_pair_iptm_HL,0.00026598222238308965
ptm_H,0.00024484381763071114
chain_pair_iptm_AH,0.00018491457918185062
fraction_disordered,9.720674100995864e-05
has_clash,0.0
