feature,importance
chain_pair_iptm_AL,177.45616149902344
chain_pair_iptm_AH,136.58740234375
iptm_A,102.76654052734375
interface_pae_AH,48.163578033447266
iptm_L,25.87862777709961
LIS_AH,22.041379928588867
fraction_disordered,16.9429988861084
mpdockq,14.683110237121582
pdockq,12.756072044372559
chain_plddt_A,12.56635570526123
ipTM,12.407670974731445
query_avg_RMSD,12.232759475708008
chain_pae_A,11.964614868164062
pdockq2_AL,10.276033401489258
avg_interface_plddt,8.792439460754395
chain_plddt_L,7.345451831817627
chain_pair_pae_min_AH,7.088437080383301
chain_pair_pae_AL,7.072070121765137
ranking_confidence,6.991179466247559
interface_plddt_HL,6.919672012329102
interface_pae_AL,6.857675552368164
pTM,6.697178363800049
ptm_A,5.965695381164551
contacts_AL,5.614157199859619
pdockq2,5.52977991104126
pdockq_HL,5.192312240600586
chain_pair_pae_min_HL,5.1211395263671875
chain_plddt_H,5.058510780334473
ptm_H,4.688961982727051
model_rmsd_scale,4.6382737159729
avg_interface_pae,4.557290077209473
chain_pair_pae_min_AL,4.204730987548828
interface_plddt_AL,3.999558687210083
avg_LIS,3.991558790206909
contacts_AH,3.8761682510375977
model_avg_RMSD,3.8112199306488037
avg_internal_pae,3.7738873958587646
contacts_HL,3.6767704486846924
chain_pae_L,3.6766815185546875
pdockq_AL,3.4667327404022217
LIS_AL,3.4348082542419434
total_contacts,3.2293312549591064
chain_pair_pae_HL,3.224493980407715
avg_pair_pae,3.0683608055114746
iptm_H,3.046536684036255
avg_model_plddt,2.871506690979004
pdockq2_AH,2.8665151596069336
chain_pair_pae_AH,2.687598705291748
interface_plddt_AH,2.5190038681030273
pdockq2_HL,2.4505133628845215
mpdockq_AH,2.4340760707855225
del_G_B,2.4045064449310303
mpdockq_HL,2.3224895000457764
LIS_HL,2.098503589630127
chain_pae_H,2.0931904315948486
interface_pae_HL,1.9473698139190674
mpdockq_AL,1.8371301889419556
chain_pair_iptm_HL,1.7962039709091187
pdockq_AH,1.761245608329773
ptm_L,0.693670928478241
