feature,mean_importance,std_importance
chain_pair_iptm_AL,0.974902710684557,0.7004290201626658
iptm_A,0.39680865252927283,0.2659325821558049
avg_model_plddt,0.29607043817983075,0.18932543202597582
query_avg_RMSD,0.23216435730583457,0.21530490518995535
interface_plddt_HL,0.20144881942812,0.16896598902358034
chain_plddt_A,0.19692628931196435,0.1912298713134718
iptm_L,0.19580630312168376,0.18631849692532457
pdockq2_AL,0.1798860442535842,0.13635950515264963
chain_pair_iptm_AH,0.17944263987966375,0.16542079706656443
pdockq,0.17895361798491624,0.21304576883975207
scaled_RMSD_ratio,0.16084075951536983,0.19533400244431526
interface_plddt_AL,0.15301511731630277,0.10226962513007176
chain_pair_pae_min_AL,0.1458956813891407,0.11347336653074773
scaled_model_RMSD,0.12921119034308828,0.11010997907118193
interface_pae_AL,0.12464805860689085,0.15450323793550347
model_avg_RMSD,0.11634055574203417,0.1058274604554145
avg_LIS,0.11333091337381766,0.19154226877754316
contacts_AL,0.10197149129582644,0.19336022097404615
chain_plddt_H,0.0968529806425246,0.12700836590792375
interface_plddt_AH,0.09649067493734004,0.07399954143420572
del_G_B,0.09598297358596249,0.09612809961828385
scaled_query_RMSD,0.08909259246425279,0.08484685959180159
chain_pair_pae_HL,0.07981698962394468,0.09827926962915451
avg_pair_pae,0.07931218290588381,0.12025216121641628
chain_pair_pae_min_AH,0.07693021448806882,0.17058615072694963
total_contacts,0.07640047476785324,0.088170676157761
avg_internal_pae,0.07578165517188928,0.1328500308970923
pdockq2_AH,0.0748027397482407,0.07522675500832846
interface_pae_AH,0.07296284751326647,0.08896424391570756
chain_pae_A,0.07056047750473117,0.06501715580616318
contacts_HL,0.06809898697883685,0.09001630931213414
LIS_HL,0.06742912250190329,0.11976822800300882
chain_plddt_L,0.06624774063921023,0.06073066505099984
avg_interface_plddt,0.06367179295320721,0.07334151286944626
LIS_AH,0.060996755555975384,0.07710377382501832
pdockq_HL,0.060942027798843855,0.04532303709470574
mpdockq,0.058523284943197466,0.05910764168377843
contacts_AH,0.055290006046578716,0.07296703473763506
interface_pae_HL,0.045213313350674356,0.059550102265353344
chain_pae_H,0.04309528227573098,0.05398658594843641
chain_pair_pae_AL,0.04004123462334391,0.03948572847732229
iptm_H,0.039983271996868026,0.06222173304329343
chain_pair_pae_min_HL,0.03948329532437457,0.049318205713208656
pdockq_AH,0.03945858798355343,0.0443607510486734
pdockq_AL,0.03924125651036191,0.046239428074065364
avg_interface_pae,0.03874538997756561,0.046911077808201675
pdockq2_HL,0.03738671168704112,0.03470790765949889
chain_pair_iptm_HL,0.030069166108975004,0.030984355144612966
ipTM,0.027085507753023468,0.031844158946559474
ptm_A,0.02688512950366343,0.03587256485144667
mpdockq_HL,0.022612823336359653,0.016022376177381177
pdockq2,0.02216189317805511,0.024279028925379663
chain_pair_pae_AH,0.021872901859984858,0.02813498930676487
mpdockq_AH,0.021012633926053063,0.022957945298756027
ptm_H,0.019315954397310185,0.03890497640412198
chain_pae_L,0.017702838514274184,0.022980490698961416
pTM,0.014876825986269807,0.01854255313842927
ptm_L,0.011698569705900575,0.026016893958068953
LIS_AL,0.007996119470980983,0.01332675869432431
ranking_confidence,0.007819778731775024,0.011752712262002696
mpdockq_AL,0.007283730562723977,0.013356047307122948
fraction_disordered,0.004145003671651644,0.005292325407752093
has_clash,0.0,0.0
