fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.0017543859649122807,98.07
0.0,0.05964912280701754,97.29875
0.0,0.06315789473684211,97.28125
0.0,0.07894736842105263,97.21125
0.0,0.0824561403508772,97.20625
0.0,0.08771929824561403,97.18375
0.0,0.0912280701754386,97.18125
0.0,0.1,97.165
0.0,0.10350877192982456,97.1625
0.0,0.12280701754385964,97.1325
0.0,0.12631578947368421,97.12625
0.0,0.13859649122807016,97.10125
0.0,0.14385964912280702,97.09875
0.0,0.17543859649122806,97.04
0.0,0.17894736842105263,97.035
0.0,0.18421052631578946,97.02125
0.0,0.18771929824561404,97.01875
0.0,0.19298245614035087,97.0125
0.0,0.19649122807017544,97.0075
0.0,0.20526315789473684,97.0
0.0,0.20877192982456141,96.99375
0.0,0.21578947368421053,96.98625
0.0,0.22280701754385965,96.98375
0.0,0.23684210526315788,96.96875
0.0,0.24035087719298245,96.96625
0.0,0.2614035087719298,96.925
0.0,0.2649122807017544,96.91625
0.0,0.27017543859649124,96.91
0.0,0.2754385964912281,96.9075
0.0,0.2771929824561403,96.90375
0.0,0.2807017543859649,96.89875
0.0,0.28771929824561404,96.875
0.0,0.2912280701754386,96.8725
0.0,0.2982456140350877,96.8575
0.0,0.3017543859649123,96.85375
0.0,0.3157894736842105,96.82
0.0,0.3192982456140351,96.81875
0.0,0.32105263157894737,96.8175
0.0,0.32456140350877194,96.81625
0.0,0.3684210526315789,96.725
0.0,0.3719298245614035,96.7225
0.0,0.5385964912280702,94.80875
0.0,0.5421052631578948,94.7475
0.0,0.6105263157894737,94.11375
0.0,0.6140350877192983,94.10375
0.0,0.6333333333333333,94.01375
0.0,0.6368421052631579,94.0075
0.0,0.6385964912280702,93.995
0.0,0.6421052631578947,93.99125
0.0,0.643859649122807,93.97875
0.0,0.6473684210526316,93.97625
0.0,0.656140350877193,93.96
0.0,0.6596491228070176,93.95875
0.0,0.6754385964912281,93.9
0.0,0.6789473684210526,93.8975
0.0,0.6824561403508772,93.8375
0.0,0.6859649122807018,93.83625
0.0,0.7157894736842105,93.63875
0.0,0.7192982456140351,93.62125
0.0,0.7614035087719299,92.83625
0.001851851851851852,0.7614035087719299,92.725
0.001851851851851852,0.7684210526315789,92.605
0.002777777777777778,0.7684210526315789,92.5825
0.002777777777777778,0.7789473684210526,92.39625
0.003703703703703704,0.7789473684210526,92.39125
0.003703703703703704,0.7824561403508772,92.35375
0.004629629629629629,0.7824561403508772,92.31875
0.004629629629629629,0.787719298245614,92.2225
0.005555555555555556,0.787719298245614,92.21875
0.005555555555555556,0.7947368421052632,92.14625
0.007407407407407408,0.7947368421052632,92.12375
0.007407407407407408,0.7964912280701755,92.11375
0.009259259259259259,0.7964912280701755,92.08875
0.009259259259259259,0.8017543859649123,92.005
0.012037037037037037,0.8017543859649123,91.98875
0.012037037037037037,0.8052631578947368,91.955
0.012962962962962963,0.8052631578947368,91.94125
0.012962962962962963,0.8070175438596491,91.93
0.013888888888888888,0.8087719298245614,91.91375
0.014814814814814815,0.8087719298245614,91.9025
0.014814814814814815,0.8122807017543859,91.9
0.016666666666666666,0.8122807017543859,91.8725
0.016666666666666666,0.8140350877192982,91.86375
0.019444444444444445,0.8140350877192982,91.82875
0.019444444444444445,0.8192982456140351,91.7875
