feature,mean_abs_shap
total_contacts,89.28334206917732
contacts_AH,32.03691349038932
contacts_HL,28.01085245717693
contacts_AL,12.531702403346692
interface_plddt_AL,1.3042910099339964
avg_interface_plddt,1.1194627070241918
chain_plddt_L,1.0780487668530234
interface_plddt_AH,1.0486202075987867
plddt_L3,0.6831730507236055
interface_plddt_HL,0.5082138593583362
del_G_B,0.4859672108806333
plddt_H3,0.481405150951951
avg_model_plddt,0.45874514032565056
chain_plddt_H,0.44606886299469234
chain_pair_pae_AL,0.2938046755204615
model_avg_RMSD,0.25917193736972893
chain_pair_pae_AH,0.2574980957869279
query_avg_RMSD,0.22185894486619803
avg_pair_pae,0.19506584866648066
chain_plddt_A,0.18781390070425796
chain_pair_pae_min_AL,0.10735489045018004
interface_pae_AL,0.07830273246735535
chain_pair_pae_min_AH,0.06012395505259549
interface_pae_AH,0.05462536678823656
avg_interface_pae,0.05214396627537208
chain_pae_H,0.05027981715307919
scaled_query_RMSD,0.0406451445799463
scaled_model_RMSD,0.03915477919765373
interface_pae_HL,0.037295859822875824
chain_pae_A,0.0333025723359712
pdockq_AH,0.02786663344993027
avg_internal_pae,0.02485075638908992
chain_pae_L,0.022510565926098833
ranking_confidence,0.019097993047828755
ipTM,0.018638838191834064
ptm_H,0.017791167788453077
iptm_L,0.014878298983256981
pTM,0.014440716431502429
chain_pair_iptm_AL,0.01402413274292388
chain_pair_pae_HL,0.012830737508217435
iptm_A,0.011905495117837683
iptm_H,0.010636180010581704
chain_pair_iptm_AH,0.010056898083979561
pdockq2_HL,0.00847549747261475
pdockq_HL,0.008155178368768112
pdockq,0.007760896645165919
pdockq2_AL,0.007746474417639377
pdockq_AL,0.006902032858588281
LIS_AL,0.00571080529293896
ptm_L,0.005422978141491432
avg_LIS,0.005234737288975516
chain_pair_iptm_HL,0.004927992465208951
LIS_HL,0.00442065158207234
chain_pair_pae_min_HL,0.0043183351600512496
scaled_RMSD_ratio,0.003995844573567135
LIS_AH,0.003729451809500674
pdockq2,0.0036696808477847376
ptm_A,0.003628871787926345
pdockq2_AH,0.0033260919218865846
fraction_disordered,0.003259808128820316
has_clash,0.0
