feature,mean_abs_shap
total_contacts,15.683640288724593
contacts_HL,2.627061599057122
contacts_AL,2.551222605256066
contacts_AH,2.5198509978923114
chain_pair_pae_AL,1.4082579382337657
chain_plddt_L,1.0755344135976184
avg_interface_plddt,1.0049307861243468
interface_plddt_AL,0.5063970947090376
interface_plddt_AH,0.2001718460405621
scaled_model_RMSD,0.08498460640683608
pdockq_AH,0.04803818656728461
ipTM,0.03690494128417653
chain_pae_H,0.034775599338997015
iptm_L,0.0320118486597625
scaled_query_RMSD,0.025662275042392133
chain_pair_iptm_AH,0.01733588197667232
pdockq2_AL,0.00931613446572148
pdockq2_HL,0.008669997685122674
chain_pae_L,0.007208229199595138
pTM,0.006905611358792493
chain_pair_iptm_AL,0.0024243726211137188
pdockq,0.0022132627269396228
ranking_confidence,0.0017123303026692438
ptm_A,0.0016854808420300113
LIS_AL,0.0008068674510887546
scaled_RMSD_ratio,0.0005202593229963067
interface_pae_HL,0.00032831868010610557
iptm_H,0.0
iptm_A,0.0
fraction_disordered,0.0
ptm_H,0.0
ptm_L,0.0
model_avg_RMSD,0.0
chain_pair_iptm_HL,0.0
chain_pair_pae_min_AH,0.0
chain_pair_pae_min_AL,0.0
chain_pair_pae_min_HL,0.0
del_G_B,0.0
plddt_H3,0.0
query_avg_RMSD,0.0
chain_pae_A,0.0
avg_pair_pae,0.0
avg_internal_pae,0.0
pdockq_AL,0.0
pdockq_HL,0.0
pdockq2_AH,0.0
pdockq2,0.0
LIS_AH,0.0
LIS_HL,0.0
avg_LIS,0.0
interface_pae_AH,0.0
interface_pae_AL,0.0
interface_plddt_HL,0.0
avg_interface_pae,0.0
chain_plddt_A,0.0
has_clash,0.0
chain_plddt_H,0.0
chain_pair_pae_AH,0.0
chain_pair_pae_HL,0.0
avg_model_plddt,0.0
plddt_L3,0.0
