feature,importance
chain_pair_iptm_AL,0.11248151092149923
iptm_A,0.09095564088682473
iptm_H,0.06122418148504339
ipTM,0.05148013754622466
iptm_L,0.04990771754444245
chain_pair_pae_min_AH,0.04454964857531296
chain_pair_iptm_AH,0.044033876318647414
avg_interface_pae,0.0416063212143789
avg_model_plddt,0.037957705735729014
interface_plddt_AH,0.03438206928158234
LIS_AL,0.03039743012430112
chain_pair_pae_min_AL,0.02925390474609476
interface_plddt_AL,0.02607523608279889
pdockq2,0.02518108199207735
interface_plddt_HL,0.025051575426224364
interface_pae_AL,0.02476512054791207
chain_pair_pae_AH,0.024168598550255514
avg_interface_plddt,0.02131889767798485
interface_pae_AH,0.019266974241874114
mpdockq,0.016530343839171076
ranking_confidence,0.016332199836229952
scaled_query_RMSD,0.015733539605674113
query_avg_RMSD,0.01346863527324858
model_avg_RMSD,0.013029215514904104
mpdockq_AH,0.011084354759829006
pdockq2_AL,0.009342443630331654
pdockq2_AH,0.009259647296091147
scaled_RMSD_ratio,0.00923328979547746
chain_plddt_H,0.008989558695090473
scaled_model_RMSD,0.008165230429774809
contacts_AL,0.007940752463777566
pdockq2_HL,0.007356683269088923
pdockq,0.004610220072285391
avg_pair_pae,0.003774839430600343
LIS_AH,0.003733148957627818
pdockq_AL,0.003386162421017892
chain_pair_pae_HL,0.003284042128969067
chain_plddt_A,0.0031835832235995957
chain_pae_A,0.0029503456417284096
chain_pair_pae_AL,0.002694906567033939
ptm_A,0.0026351302811495263
avg_LIS,0.0023084459385151745
mpdockq_AL,0.0021126694529534137
fraction_disordered,0.0020466859718108093
pdockq_HL,0.002022976535550897
contacts_HL,0.001976608712468388
total_contacts,0.0019373417302781944
pTM,0.0018370596462418726
chain_pae_H,0.0017747439594876257
pdockq_AH,0.0017403570971640048
mpdockq_HL,0.0014932792210282867
avg_internal_pae,0.001322193238257735
LIS_HL,0.0012111884239218607
contacts_AH,0.001148492283103558
chain_plddt_L,0.001144808975794647
ptm_H,0.0010052886052651622
chain_pae_L,0.0009654469947660856
chain_pair_iptm_HL,0.0009009953382175326
interface_pae_HL,0.0008645969360482476
chain_pair_pae_min_HL,0.0007566111216795736
ptm_L,0.00037105509598074285
del_G_B,0.00028325268955720626
has_clash,0.0
