feature,importance
iptm_L,31.405855178833008
chain_pair_iptm_AL,30.188539505004883
avg_interface_plddt,3.0297510623931885
interface_pae_AH,2.199939727783203
interface_plddt_AH,2.0978493690490723
mpdockq_HL,1.227707028388977
total_contacts,0.9429079294204712
query_avg_RMSD,0.817197859287262
chain_pair_pae_min_AH,0.7986570596694946
pdockq,0.7866631150245667
pdockq_HL,0.7147236466407776
ranking_confidence,0.6484258770942688
interface_plddt_AL,0.5396813750267029
interface_pae_AL,0.5005231499671936
contacts_AL,0.45124921202659607
pdockq2_HL,0.4247108995914459
pdockq2_AL,0.35687509179115295
mpdockq,0.33501672744750977
avg_model_plddt,0.3212653696537018
avg_LIS,0.3038667142391205
ipTM,0.296745240688324
chain_pair_pae_min_HL,0.2889282703399658
model_rmsd_scale,0.25725290179252625
del_G_B,0.25410714745521545
avg_internal_pae,0.25147703289985657
mpdockq_AL,0.24612203240394592
chain_pair_pae_AL,0.21637065708637238
chain_plddt_A,0.2090332955121994
model_avg_RMSD,0.19669528305530548
chain_pair_pae_HL,0.18857960402965546
avg_pair_pae,0.17744839191436768
chain_plddt_H,0.17184659838676453
pdockq_AH,0.1585424840450287
chain_pae_A,0.14973589777946472
chain_pair_iptm_AH,0.14392204582691193
iptm_A,0.14021334052085876
contacts_AH,0.13794246315956116
interface_plddt_HL,0.12306452542543411
LIS_AH,0.12210787832736969
LIS_AL,0.1190364807844162
chain_pae_H,0.11418399959802628
pdockq_AL,0.11216564476490021
avg_interface_pae,0.11188527941703796
chain_pair_pae_min_AL,0.1031995415687561
contacts_HL,0.09625428915023804
fraction_disordered,0.09188295155763626
LIS_HL,0.0749550312757492
pdockq2_AH,0.07007104903459549
ptm_L,0.06938255578279495
ptm_A,0.06729996204376221
mpdockq_AH,0.06190118566155434
chain_plddt_L,0.060741323977708817
pTM,0.05475352704524994
interface_pae_HL,0.04700518026947975
chain_pair_pae_AH,0.03606864809989929
chain_pae_L,0.03470024839043617
pdockq2,0.0238548144698143
