feature,importance
fraction_disordered,33.18810893896443
has_clash,0.0
ipTM,23.483592910692096
pTM,46.580660898122005
ranking_confidence,6.1888925103557995
pdockq_AH,78.15608473417524
pdockq_AL,67.59075289362227
pdockq_HL,48.14471108064754
pdockq,211.27064376853377
pdockq2_AH,58.88558504829416
pdockq2_AL,176.98275580896006
pdockq2_HL,37.9515098569027
pdockq2,11.874194136224105
mpdockq_AH,7.888555693338276
mpdockq_AL,33.69879980577389
mpdockq_HL,8.922634512055083
mpdockq,85.31782222274342
LIS_AH,0.026880485282163136
LIS_AL,29.45358079325524
LIS_HL,28.163606775182416
avg_LIS,30.509229281218722
contacts_AH,56.336365035764175
interface_plddt_AH,54.167797346104635
interface_pae_AH,6.581832962336193
contacts_AL,51.62937010319729
interface_plddt_AL,239.21343159128446
interface_pae_AL,41.35177871208725
contacts_HL,46.56199830454716
interface_plddt_HL,215.7248213415296
interface_pae_HL,11.464768545905827
total_contacts,49.13343365155015
avg_interface_plddt,61.797022504368215
avg_interface_pae,33.39582592219813
model_avg_RMSD,244.57483561092522
query_avg_RMSD,344.9979528890253
model_rmsd_scale,717.4603974912316
iptm_A,2462.129253911
iptm_H,68.12035853115958
iptm_L,0.2968055692035705
ptm_A,72.90590462296677
ptm_H,1.9087908410147065
ptm_L,4.039038842965965
chain_pair_iptm_AH,2095.76049491686
chain_pair_iptm_AL,1642.0906241658377
chain_pair_iptm_HL,0.0004085870023118332
chain_pair_pae_min_AH,12.408808967164077
chain_pair_pae_min_AL,26.839370317131397
chain_pair_pae_min_HL,21.56278163743991
chain_plddt_L,306.4964462736898
chain_plddt_A,118.85485975292977
chain_pae_A,5.901465466689842
chain_plddt_H,15.73987960224622
chain_pair_pae_AH,1.619943522498943
chain_pae_H,14.768525353531004
chain_pae_L,55.90413881157292
chain_pair_pae_AL,28.358395662457042
avg_pair_pae,6.256853046506876
avg_model_plddt,113.26974336784042
chain_pair_pae_HL,65.73247522645397
avg_internal_pae,11.35842894045345
del_G_B,18.483664653307642
