precision,recall,thresholds
0.22303030303030302,1.0,0.1682282041539939
0.22316555488174653,1.0,0.1844708781651881
0.22330097087378642,1.0,0.1866378362914686
0.22343655130540377,1.0,0.2084404439070237
0.2235722964763062,1.0,0.225349742463191
0.2237082066869301,1.0,0.2268021406516542
0.22384428223844283,1.0,0.2291171616429511
0.22398052343274497,1.0,0.2293843192438753
0.2241169305724726,1.0,0.2314512643106975
0.22425350396099938,1.0,0.2329483609537619
0.22439024390243903,1.0,0.2341558343413489
0.22452715070164733,1.0,0.2342454886235599
0.22466422466422467,1.0,0.2352354866291147
0.22480146609651802,1.0,0.2359655767141307
0.22493887530562348,1.0,0.2424604635483444
0.22507645259938838,1.0,0.2438594305131614
0.2252141982864137,1.0,0.249307405913727
0.22535211267605634,1.0,0.252045814610191
0.22549019607843138,1.0,0.2532708810772278
0.22562844880441446,1.0,0.2538919568137261
0.22576687116564417,1.0,0.2547160140389845
0.22590546347452425,1.0,0.2553173045293778
0.22604422604422605,1.0,0.2573127730736674
0.22618315918869084,1.0,0.2574369564868304
0.22632226322263221,1.0,0.2574781985903429
0.22646153846153846,1.0,0.2585881687437981
0.22660098522167488,1.0,0.2595155241841673
0.22674060382008626,1.0,0.2630834582178296
0.22688039457459927,1.0,0.2643565770481015
0.2270203578038248,1.0,0.2644214243706143
0.2271604938271605,1.0,0.264790397694128
0.22730080296479308,1.0,0.2660447300973614
0.22744128553770088,1.0,0.2664106049002201
0.22758194186765615,1.0,0.2698265321631196
0.22772277227722773,1.0,0.270732020094779
0.22786377708978328,1.0,0.2715679389244482
0.22800495662949194,1.0,0.2736732146592419
0.22814631122132673,1.0,0.2753564617012959
0.22842954686530106,1.0,0.2760148794397115
0.22857142857142856,1.0,0.2761164743841014
0.22871348663766314,1.0,0.2776381872201972
0.22885572139303484,1.0,0.2777910877089355
0.22914072229140722,1.0,0.2784106140416119
0.2292834890965732,1.0,0.2822732313127231
0.22942643391521197,1.0,0.2851497004615791
0.2295695570804741,1.0,0.2889620700901592
0.22985633978763273,1.0,0.2893854387919377
0.23,1.0,0.2917551730299105
0.23014383989993747,1.0,0.292765516060342
0.23028785982478098,1.0,0.2931811014743474
0.23043206011271133,1.0,0.2951952283031963
0.23057644110275688,1.0,0.2981429801187933
0.23086574654956085,1.0,0.2984451945520099
0.2310106716886378,1.0,0.3005794313368562
0.23115577889447236,1.0,0.3020659601527552
0.23130106851037083,1.0,0.3023627452978662
0.23144654088050315,1.0,0.3027034736629068
0.2315921963499056,1.0,0.3029787753350589
0.23173803526448364,1.0,0.3034770178057451
0.2318840579710145,1.0,0.304465901438748
0.23203026481715006,1.0,0.30503030299092
0.23217665615141955,1.0,0.3071798875749022
0.23232323232323232,1.0,0.3077778933339227
0.23261694058154236,1.0,0.3083989459921323
0.232764073371284,1.0,0.3088734835609998
0.2330588980367321,1.0,0.3093569319397835
0.2332065906210393,1.0,0.3106833244312214
0.23335447051363348,1.0,0.3112942177160521
0.23365079365079366,1.0,0.3125899947254563
0.23394787031150668,1.0,0.3127137716925674
0.23424570337364736,1.0,0.3140172281162545
0.23454429572976418,1.0,0.3147467757992166
