feature,mean_abs_shap
iptm_A,0.01746510840707703
chain_pair_iptm_AL,0.016409639904401575
avg_model_plddt,0.016214806863762567
iptm_L,0.01597934074836736
chain_pair_iptm_AH,0.01595776936200969
chain_pair_pae_min_AH,0.011779273775571805
interface_plddt_AH,0.011596816454281346
pdockq2,0.01003974740612038
pdockq2_AH,0.009815460424043956
chain_pair_pae_min_AL,0.00963626286930869
avg_interface_pae,0.009433487615088144
interface_pae_AH,0.008759034408289672
scaled_query_RMSD,0.008758629776894098
model_avg_RMSD,0.008662333934535665
scaled_model_RMSD,0.008658571269656856
iptm_H,0.008188831611449648
query_avg_RMSD,0.008136224386431447
avg_interface_plddt,0.0077703204716753835
chain_plddt_A,0.0059581121327508995
interface_pae_AL,0.0055086908480889134
LIS_AH,0.005343936352481697
ipTM,0.004825139260526396
interface_plddt_HL,0.003891924670489482
interface_plddt_AL,0.003853559073523003
pdockq,0.003441015326290727
mpdockq,0.0030023273255029856
pdockq_HL,0.002927094805459677
avg_pair_pae,0.0028490719168826543
pdockq2_AL,0.002662037458438401
avg_LIS,0.0026244497788458477
ranking_confidence,0.0026185346838126446
pdockq_AH,0.0024787461904200426
LIS_AL,0.0024202047555038275
chain_pae_A,0.002214932632410788
chain_pair_pae_AH,0.001986375203429928
chain_plddt_H,0.0018967041377542782
mpdockq_HL,0.001789999264784499
contacts_AL,0.0017540577139381135
chain_plddt_L,0.0017083939658807303
ptm_A,0.0014977718677862957
chain_pair_pae_AL,0.0014838780987074824
nres_int,0.0014303878398043567
scaled_RMSD_ratio,0.0013236382415865162
total_contacts,0.0012827070398255518
avg_internal_pae,0.0012380638594481554
pdockq2_HL,0.001216914792878631
contacts_AH,0.001197777549594862
chain_pair_pae_min_HL,0.001134772116966422
interface_pae_HL,0.0010205679288731806
chain_pae_L,0.0010025671697908294
pdockq_AL,0.0009284855239299063
del_G_B,0.0008985143087136055
LIS_HL,0.0008928194445306499
contacts_HL,0.0008622170476470377
chain_pair_pae_HL,0.0008531440729004083
dSASA_int,0.0008127460790382097
chain_pae_H,0.0007971273307160789
dG_separated,0.0007129751224048504
pTM,0.0007121232396472208
mpdockq_AH,0.0006394911377287045
dG_dSASA_norm,0.0005809715492825669
chain_pair_iptm_HL,0.0005667698572001314
ptm_H,0.0005636166684102396
ptm_L,0.0003213136567640735
mpdockq_AL,0.00027692125140110654
fraction_disordered,0.00025096797124873996
packstat,0.00019404735301339066
delta_unsatHbonds,0.0001813399509911289
has_clash,0.0
