feature,mean_abs_shap
chain_pair_iptm_AL,0.050254785
avg_model_plddt,0.04082396
iptm_L,0.026392858
query_avg_RMSD,0.020272925
chain_pair_pae_min_AH,0.019562963
interface_pae_AH,0.017910035
interface_plddt_AH,0.017102856
model_avg_RMSD,0.012273674
chain_plddt_A,0.009090808
avg_interface_plddt,0.008608977
scaled_query_RMSD,0.0071591516
scaled_model_RMSD,0.006271076
interface_plddt_AL,0.005839478
chain_pair_iptm_AH,0.005717891
contacts_AL,0.0056878044
interface_plddt_HL,0.0056801774
pdockq,0.0045718704
iptm_H,0.0041179173
pdockq_AH,0.003578045
iptm_A,0.0031788289
interface_pae_HL,0.0025186134
scaled_RMSD_ratio,0.0024471136
LIS_AH,0.0024299126
contacts_AH,0.0024223796
pdockq2,0.002416528
pdockq_HL,0.0021942959
chain_plddt_H,0.0019119375
ipTM,0.0018086791
chain_pae_A,0.0017249915
chain_plddt_L,0.0017160437
mpdockq,0.0016134535
chain_pae_H,0.0015736802
total_contacts,0.0014897578
pdockq2_AL,0.0014614903
pTM,0.0013169829
avg_pair_pae,0.0012586885
chain_pair_pae_HL,0.0012438826
pdockq2_HL,0.0012436049
ptm_A,0.0011516605
pdockq2_AH,0.0011450341
contacts_HL,0.0011343737
interface_pae_AL,0.0010655258
avg_interface_pae,0.0010399008
avg_internal_pae,0.0010317588
chain_pair_pae_min_HL,0.000870307
del_G_B,0.0008452286
pdockq_AL,0.00080787315
ranking_confidence,0.0006500085
chain_pae_L,0.00056692254
chain_pair_pae_AL,0.0005396537
chain_pair_pae_min_AL,0.00052296114
chain_pair_pae_AH,0.0004599731
ptm_H,0.00043268444
LIS_HL,0.00040040733
avg_LIS,0.00034820838
LIS_AL,0.00014521692
mpdockq_AL,0.00014303424
fraction_disordered,0.00013373501
chain_pair_iptm_HL,0.0
has_clash,0.0
mpdockq_HL,0.0
ptm_L,0.0
mpdockq_AH,0.0
