feature,mean_abs_shap
mpdockq_AH,26.668430998996122
chain_pair_pae_AL,0.48420950266411505
chain_pair_pae_AH,0.4811968329781594
chain_pair_iptm_AL,0.19946961048132772
chain_pair_iptm_AH,0.1940805533419001
interface_pae_AH,0.138465150450747
pdockq2,0.1185959924685652
pdockq2_AH,0.10784920523983119
chain_pair_pae_min_AH,0.10658058782421159
iptm_H,0.08915538066858227
iptm_L,0.08815127842077164
LIS_AL,0.08002800376275793
scaled_model_RMSD,0.07844588883815257
LIS_AH,0.07675219628393923
interface_pae_AL,0.07494197564590409
ipTM,0.07224505766453763
ranking_confidence,0.06932050027185493
LIS_HL,0.06720996851664757
chain_pair_pae_min_AL,0.06069071201899572
interface_pae_HL,0.05573544492058476
scaled_query_RMSD,0.052994809158228795
avg_interface_pae,0.051659251488638126
chain_pair_pae_HL,0.049347996208888564
chain_pae_H,0.04680586370194692
chain_pair_pae_min_HL,0.04517494893714445
mpdockq,0.042520556183557406
ptm_H,0.036421372415598036
iptm_A,0.03603737109207848
mpdockq_HL,0.03449818238825859
pdockq_AL,0.03387834139413462
avg_model_plddt,0.03178285921351964
ptm_A,0.03072201486346939
chain_plddt_H,0.02935847133055119
query_avg_RMSD,0.02834637486903826
chain_pae_A,0.025307380154727003
avg_internal_pae,0.024119942317130102
chain_plddt_L,0.02393489877581089
chain_pair_iptm_HL,0.023729263992185935
chain_plddt_A,0.02364530123996732
interface_plddt_AH,0.02127542659996356
chain_pae_L,0.021063947925611077
avg_pair_pae,0.019942148057841443
pTM,0.019145057896357908
pdockq2_HL,0.019127389931245495
model_avg_RMSD,0.018564536335170606
pdockq2_AL,0.01821972719816665
interface_plddt_HL,0.017567126917356395
scaled_RMSD_ratio,0.014242811173246162
pdockq_HL,0.013465517521985975
interface_plddt_AL,0.013409373321801442
pdockq,0.013306472019936046
avg_LIS,0.012899086676571442
pdockq_AH,0.012287770684087998
contacts_AH,0.011807887719331703
contacts_AL,0.011101570720094775
fraction_disordered,0.010328977577556617
ptm_L,0.0078093483178838735
avg_interface_plddt,0.005758738831235539
contacts_HL,0.004743194441848006
total_contacts,0.002717191639058251
del_G_B,0.0025148645868577338
mpdockq_AL,0.0005582646919063296
has_clash,0.0
