feature,importance
chain_pair_iptm_AL,0.11745630986068085
iptm_A,0.07150322524127824
iptm_H,0.06572125130710482
iptm_L,0.06250073884836678
interface_plddt_AH,0.04741103312765054
chain_pair_iptm_AH,0.03831806318883389
avg_model_plddt,0.03253373956142749
chain_pair_pae_min_AH,0.031812699109834336
chain_pair_pae_min_AL,0.030765011030827
pdockq2_AH,0.030175959284744095
avg_interface_plddt,0.030158165180523562
interface_pae_AL,0.027781168531727747
interface_pae_AH,0.026576050126214317
ipTM,0.023048630500505467
model_avg_RMSD,0.021920154230864807
pdockq2_AL,0.020826873826275336
interface_plddt_AL,0.01793187914148354
ranking_confidence,0.015551315579483938
scaled_model_RMSD,0.015365805525366765
query_avg_RMSD,0.01439691908492279
avg_interface_pae,0.01373173164931706
scaled_query_RMSD,0.012800464049674996
chain_pae_A,0.011773286736696979
pdockq,0.01091479057613952
pdockq2,0.010783273609911688
contacts_AL,0.009929889216929768
chain_plddt_A,0.009606053555218961
scaled_RMSD_ratio,0.008668449983629431
LIS_AL,0.008201056323803442
mpdockq,0.007884109559493938
pdockq_AL,0.007450269397772974
interface_plddt_HL,0.006925779980447602
pdockq_HL,0.006888340551208551
avg_internal_pae,0.006719834633986908
contacts_HL,0.006572706579451953
total_contacts,0.006569735891180901
chain_pair_pae_AH,0.006404243352294089
chain_pae_H,0.006163712525229336
interface_pae_HL,0.005457640228685029
mpdockq_AL,0.005407742757958022
LIS_AH,0.005383992710124025
ptm_A,0.005368066616745836
chain_pair_pae_AL,0.005111127906874857
pdockq2_HL,0.005044968978168758
mpdockq_HL,0.0049965196958665714
contacts_AH,0.004954640124490615
pdockq_AH,0.004858650989727215
chain_plddt_H,0.004724418484505624
chain_pae_L,0.004666273394995922
chain_plddt_L,0.004560453048427288
mpdockq_AH,0.004514247711850979
chain_pair_pae_HL,0.004411904557692216
LIS_HL,0.004363716851386559
avg_LIS,0.004304102661398904
avg_pair_pae,0.0042163038752976905
pTM,0.004044273467483924
chain_pair_pae_min_HL,0.0035278054417027744
del_G_B,0.002910197936607219
fraction_disordered,0.002380732459153129
ptm_H,0.002074428834758609
ptm_L,0.0016305196095320312
chain_pair_iptm_HL,0.0013445511960616312
has_clash,0.0
