feature,importance
iptm_L,0.399402
chain_pair_iptm_AL,0.27529877
iptm_A,0.1199929
interface_plddt_AH,0.05563142
pdockq2,0.012422682
avg_interface_pae,0.009554424
avg_model_plddt,0.00816031
LIS_AH,0.0077479742
pdockq2_HL,0.0060615754
interface_plddt_AL,0.0059370594
pdockq_AL,0.0054640104
mpdockq_AL,0.0052305106
pdockq2_AL,0.005098151
ptm_H,0.0050964644
iptm_H,0.004961192
scaled_query_RMSD,0.004957885
chain_plddt_A,0.0048539015
query_avg_RMSD,0.004276107
pdockq_HL,0.0042231465
pdockq,0.0036784804
chain_plddt_L,0.003424661
scaled_model_RMSD,0.002826797
total_contacts,0.002508211
contacts_AL,0.0024650486
LIS_HL,0.0024357361
chain_pair_pae_HL,0.0022577236
interface_pae_AL,0.0022483799
mpdockq,0.0022293476
interface_pae_HL,0.002103941
avg_interface_plddt,0.0020746135
model_avg_RMSD,0.0020740267
ranking_confidence,0.0018826026
pTM,0.0018699401
chain_pair_pae_min_HL,0.0018111782
ipTM,0.0016278686
pdockq_AH,0.0016269922
interface_pae_AH,0.001611169
interface_plddt_HL,0.0015198144
chain_pae_A,0.0013058931
chain_pae_H,0.0012680965
contacts_AH,0.0012361644
chain_plddt_H,0.0012099126
chain_pair_pae_AL,0.0011303631
avg_LIS,0.0010603229
ptm_A,0.0009862971
avg_internal_pae,0.0008238694
contacts_HL,0.00070011645
chain_pae_L,0.0006627193
scaled_RMSD_ratio,0.00063292985
chain_pair_pae_min_AH,0.00059002003
mpdockq_AH,0.00057841593
del_G_B,0.00040730552
chain_pair_pae_min_AL,0.000402144
chain_pair_pae_AH,0.000358518
has_clash,0.0
LIS_AL,0.0
mpdockq_HL,0.0
fraction_disordered,0.0
pdockq2_AH,0.0
chain_pair_iptm_HL,0.0
chain_pair_iptm_AH,0.0
ptm_L,0.0
avg_pair_pae,0.0
