feature,importance
chain_pair_iptm_AL,0.5029566616097009
iptm_L,0.21789792533862326
interface_pae_AH,0.04577277619338064
query_avg_RMSD,0.036904313891201246
iptm_A,0.030542796538780524
ipTM,0.011560933013232404
total_contacts,0.011137306184335014
model_avg_RMSD,0.01074458897314597
pdockq2_AL,0.008341460731318539
model_rmsd_scale,0.008061169066992726
mpdockq,0.007082890147416742
chain_plddt_A,0.006102729556685975
pdockq,0.005781340246315025
chain_pae_A,0.005522478124785482
chain_pair_pae_min_AH,0.005432736230832963
avg_internal_pae,0.005058395895039828
mpdockq_HL,0.004511183652246892
pdockq_HL,0.004367620454715966
chain_plddt_L,0.0042083939848512174
pdockq2_HL,0.004068293850536262
contacts_AL,0.004000772576531777
interface_plddt_AL,0.003980373539378591
interface_plddt_HL,0.0038156815007848242
interface_pae_AL,0.0037630506593163073
pdockq_AH,0.0035577928621805584
avg_interface_pae,0.0035119945318929364
mpdockq_AH,0.0028419494613999255
chain_pair_pae_AH,0.00254356630622912
contacts_HL,0.0023830140876038935
interface_plddt_AH,0.0022921888927165683
contacts_AH,0.002280829558666785
avg_interface_plddt,0.001962095474397078
del_G_B,0.001954795693950112
avg_pair_pae,0.001824057555689165
chain_pae_L,0.0016935107944898115
pdockq_AL,0.0016719544873413487
LIS_HL,0.001633561749439155
interface_pae_HL,0.0014564448192979835
ranking_confidence,0.0014464364305591013
chain_plddt_H,0.001427336683883552
pTM,0.0014075894205296175
chain_pair_pae_HL,0.001200722236185058
ptm_A,0.001139996447849213
chain_pair_pae_AL,0.0011196307259099543
avg_model_plddt,0.0010794279744690332
pdockq2_AH,0.0010437206462976004
chain_pae_H,0.0010135547011140573
chain_pair_pae_min_AL,0.0007853021003472161
pdockq2,0.0007230205158250901
chain_pair_pae_min_HL,0.0007045572499892283
avg_LIS,0.0005908353883157429
LIS_AH,0.0005608094288628107
mpdockq_AL,0.0005192697064163843
chain_pair_iptm_AH,0.00044741164582741454
LIS_AL,0.00044250720112920327
iptm_H,0.00037505326829290604
ptm_L,0.0003254723195904081
ptm_H,0.00023126289352940908
chain_pair_iptm_HL,0.00015096726227896578
fraction_disordered,4.148751735466745e-05
has_clash,0.0
