total_contacts,chain_plddt_L,model_avg_RMSD,interface_plddt_HL,interface_pae_AH,mpdockq_AL,chain_pair_iptm_HL,contacts_HL,ranking_confidence,iptm_L,chain_plddt_A,chain_pair_pae_min_AH,chain_pair_pae_HL,interface_pae_AL,avg_internal_pae,iptm_H,ptm_A,ptm_H,interface_pae_HL,pdockq_AH,pdockq_HL,iptm_A,pdockq2_AL,scaled_query_RMSD,ipTM,chain_pair_pae_min_AL,chain_pair_iptm_AH,scaled_RMSD_ratio,pdockq,pdockq_AL,mpdockq_HL,avg_pair_pae,interface_plddt_AL,mpdockq,avg_LIS,query_avg_RMSD,avg_model_plddt,LIS_AH,scaled_model_RMSD,chain_pair_pae_min_HL,LIS_AL,pdockq2_HL,chain_plddt_H,pdockq2,LIS_HL,chain_pae_H,has_clash,chain_pae_A,avg_interface_plddt,avg_interface_pae,mpdockq_AH,chain_pae_L,pdockq2_AH,chain_pair_pae_AH,pTM,chain_pair_pae_AL,contacts_AL,interface_plddt_AH,ptm_L,del_G_B,chain_pair_iptm_AL,contacts_AH,fraction_disordered
8395.0,90.71138639281128,19.10211279905131,90.38049233252625,22.27859824780976,0.262000001070462,0.89,3717.0,0.51,0.53,83.52715094339622,16.465,4.0016789362980765,22.38560606060606,3.546123678308586,0.54,0.87,0.89,2.821487603305785,0.1491453107514567,0.5191350260490679,0.18,0.0107767273647991,0.0944427395276964,0.49,17.175,0.18,0.6550000919080176,0.5466728869533449,0.0662370058017319,0.2620007134128985,17.031853315304488,72.18322565091611,0.2620010117521091,0.2277254943798366,26.32040672320545,87.349535990643,0.0,0.1652785883064724,1.045,0.0,0.5939656398386071,87.81007063572149,0.0114927604619382,0.6831764831395098,3.07085999015748,0.0,5.200726130653267,76.86905448848427,15.828563970573867,0.2620000090225507,2.3667849141150112,0.0123499008438548,23.726546875,0.6,23.367334134615387,1037.0,68.04344548201044,0.89,64.83776227132535,0.17,3641.0,0.0
8116.0,90.89745827984596,17.232602343962803,90.47996752368064,20.721035805626595,0.2620000003226857,0.89,3695.0,0.53,0.55,83.77354716981131,15.235,3.953752253605769,20.52692307692308,3.4949356344621023,0.56,0.87,0.89,2.7097251585623674,0.1339373643796336,0.5214277341835094,0.21,0.0117448927049422,0.0944427395276964,0.5,16.15,0.22,0.6999548709022949,0.5353816463097084,0.0443561123663912,0.2620007337373284,16.310185596955133,72.49271048744461,0.2620008737906587,0.2291929958251014,26.32040672320545,87.56420329653896,0.0,0.1956867214715727,1.02,0.0,0.6075924549736067,88.02160443995965,0.0118820662124966,0.6875789874753042,3.042439714566929,0.0,5.090108040201005,77.63736168746911,14.652561347037349,0.26200000681893,2.352259148618372,0.0126698726728406,22.499357421875,0.62,22.47744711538462,677.0,69.93940705128206,0.89,97.08367414179656,0.2,3744.0,0.01
7577.0,90.7536970474968,17.577185198081295,90.62466870824056,22.33428571428572,0.2620000000811932,0.89,3592.0,0.51,0.53,83.33891194968554,16.28,3.9483736478365374,22.364102564102563,3.510430966916022,0.54,0.87,0.89,2.7536997885835097,0.1317092055716764,0.5143008107627675,0.18,0.0109628979074847,0.0944427395276964,0.49,16.955,0.18,0.691573439594546,0.5081011907318178,0.030917922080443,0.2620006727337142,17.018899989983975,71.10333333333334,0.2620006245507912,0.2289658928201738,26.32040672320545,87.33523226243112,0.0,0.1895293546660728,1.0550000000000002,0.0,0.5921026191541002,87.91308779011099,0.011277924999582,0.6868976784605214,3.022520915354331,0.0,5.147690954773869,76.91883410712414,15.817362688990595,0.2620000065288901,2.3610810306198657,0.011913731607878,23.6656484375,0.6,23.44267788461538,411.0,69.02850027979854,0.89,56.60534155106086,0.17,3574.0,0.0
7138.0,90.69101412066752,20.139027137686664,90.34954952510176,24.43027027027027,0.2620000002215065,0.89,3685.0,0.48,0.51,83.73136477987421,19.625,4.029105318509616,22.99015151515152,3.4977594776258094,0.51,0.88,0.89,2.900909090909091,0.1034306122100277,0.5159417424966026,0.12,0.0103970006443641,0.0944427395276964,0.45,19.735,0.13,0.6307346957874826,0.5289350309321805,0.0397296836754409,0.2620006862220312,18.69364187700321,71.09938095238095,0.2620008053753915,0.2269794417030841,26.32040672320545,87.25038597054721,0.0,0.1512042722170983,1.04,0.0,0.5649268846923979,87.32877901109991,0.0105318556658066,0.6809383251092523,3.114050196850393,0.0,5.022562814070351,77.0616083053411,16.773776958776956,0.2620000034972853,2.356665421956684,0.0113922679282428,26.0420078125,0.57,26.0098125,630.0,69.73589443854056,0.89,132.897072757895,0.12,2823.0,0.01
7229.0,90.77679075738124,19.39192532571465,90.22014335948067,24.028558558558554,0.2620000003397545,0.89,3697.0,0.48,0.51,83.75332075471697,18.86,4.010595703125,22.44065934065934,3.4956892130531685,0.51,0.87,0.89,2.8243657505285413,0.0941871470010797,0.5133802947494902,0.13,0.0104190401676275,0.0944427395276964,0.45,18.905,0.14,0.6481633176082913,0.5353319595235925,0.0450595933283087,0.2620006653061437,18.399029447115385,72.43871883656509,0.2620008732367221,0.227593867192151,26.32040672320545,87.31397931667989,0.0,0.1611655608146026,1.05,0.0,0.5787268073362374,87.41182643794147,0.0107377779591558,0.6827816015764531,3.0977423720472443,0.0,5.044786432160804,76.90184493130351,16.431194549915478,0.2620000027431084,2.3445388349514564,0.0116478323395311,25.636271484375,0.58,25.550221153846152,722.0,68.04667259786477,0.89,116.84860216617346,0.13,2810.0,0.0
7854.0,90.35874197689344,17.602109962985338,90.04984930032292,24.501199494949496,0.2620000001013196,0.89,3716.0,0.48,0.51,83.00462264150944,18.84,4.10361328125,23.83125,3.577535866770576,0.51,0.87,0.89,2.9605708245243125,0.1117556957855944,0.5165867841060962,0.13,0.0103532417860031,0.0944427395276964,0.45,19.130000000000003,0.13,0.6909686147267986,0.5157800595001991,0.0324963402975006,0.2620006916128378,18.372856119791667,70.10756034482759,0.2620006848787072,0.2254458668805092,26.32040672320545,86.82834320108888,0.0,0.1890944084831015,1.05,0.0,0.5680585965776248,87.12166498486377,0.0104608262806018,0.6763376006415278,3.181748277559055,0.0,5.1678216080402,75.93589268478974,17.097673439824604,0.2620000042714996,2.383037714712472,0.0115401826749699,25.754330078125,0.58,25.260625,580.0,67.65026840921867,0.89,83.82226121502981,0.12,3558.0,0.0
7968.0,90.7595378690629,18.141921249481868,90.86434850640116,23.4515318627451,0.2620000003193733,0.89,3515.0,0.48,0.52,84.04694339622642,18.44,4.094471153846154,21.85538461538461,3.528063574387923,0.52,0.88,0.89,2.770454545454545,0.133069429521715,0.5076774985154191,0.15,0.0109673606502227,0.0944427395276964,0.46,18.805,0.15,0.677921984946812,0.5241937688160088,0.0442174195456459,0.2620006214105286,18.18335732171474,72.14906569343066,0.26200075919645,0.2263303184510921,26.32040672320545,87.38083516108367,0.0,0.1800042972020211,1.05,0.0,0.5723716738944622,87.33602421796165,0.0110440753028442,0.6789909553532765,3.187093996062992,0.0,5.027231155778894,77.31070768798357,16.025790341194753,0.2620000067049943,2.369865571321882,0.0119126909196709,25.261240234375,0.58,25.19436057692308,685.0,68.9187088641189,0.89,297.29591181492094,0.15,3768.0,0.0
6876.0,90.8140051347882,20.01200350815501,90.42962296004502,24.127017543859644,0.2620000003521273,0.89,3554.0,0.48,0.51,83.68583018867925,19.09,4.032722355769232,22.97651515151515,3.550383591375729,0.51,0.87,0.89,2.896646836127637,0.0808437493550658,0.5168650768812605,0.13,0.0104212478470267,0.0944427395276964,0.45,19.105,0.13,0.6336771573424961,0.5351040476573081,0.0455583454419257,0.2620006939542984,18.42570673076923,71.76190556492412,0.2620008707013474,0.2267960241297869,26.32040672320545,87.2748021545766,0.0,0.1528355647663033,1.06,0.0,0.5543527987646449,87.32457114026236,0.0104546714744632,0.6803880723893609,3.1604699803149607,0.0,5.143304020100502,76.93274781295234,16.666726510500812,0.2620000018363892,2.347376773711725,0.0115684332366106,25.663984375000005,0.58,25.58041346153846,593.0,68.60671491388787,0.89,39.52378302248701,0.13,2729.0,0.0
7635.0,91.40084724005136,22.11006099028033,90.7600040905372,21.07609797297297,0.2620000005513859,0.89,3667.0,0.51,0.54,84.0670251572327,16.259999999999998,3.969906850961538,20.21875,3.465529360518007,0.56,0.87,0.89,2.779292929292929,0.1693770513810749,0.5259781642080915,0.2,0.0121123176951713,0.0944427395276964,0.48,16.86,0.22,0.5862837686632489,0.5499605342658906,0.0526078474875543,0.262000776188829,16.99874659455128,75.04648599269184,0.2620010569188598,0.2284003123093802,26.32040672320545,87.74137623468164,0.0,0.1287638252017713,1.045,0.0,0.6274195597933869,87.75625630676083,0.0123396147636615,0.6852009369281407,3.038207431102362,0.0,5.012366834170854,79.20599928947377,14.6913803007553,0.2620000126233219,2.346013816280806,0.0128525637177177,23.319796875,0.6,23.706536057692304,821.0,71.81150778519225,0.89,130.07732722565004,0.18,3147.0,0.0
7699.0,91.11377406931965,18.612536701953204,90.2867948031074,21.43960328317373,0.2620000004635521,0.89,3733.0,0.51,0.54,83.94386163522012,15.93,4.036136568509615,21.42833333333333,3.5256213260945883,0.55,0.87,0.89,2.839307851239669,0.088064835099982,0.5313119148855688,0.19,0.0110944303536767,0.0944427395276964,0.49,17.34,0.2,0.6666380434570531,0.5548155254129604,0.0496970638404292,0.2620008298107996,16.85691416266026,73.19113905325443,0.2620011283291825,0.226696759090133,26.32040672320545,87.60560947971709,0.0,0.1725675936442865,1.065,0.0,0.586869518198881,87.7591927346115,0.0114761317475409,0.6800902772703992,3.077921998031496,0.0,5.10080904522613,77.6856689348967,15.235748155915578,0.2620000023013291,2.3981329350261387,0.0122936256568738,23.110728515625,0.61,23.42387740384616,676.0,69.57907294832827,0.89,223.7122915850033,0.18,3290.0,0.0
8110.0,91.11783055198974,17.19989991131644,90.61393544887444,21.259215686274512,0.2620000007403289,0.89,3687.0,0.53,0.55,83.92835849056605,15.605,4.000777493990385,21.466326530612243,3.5044510215979465,0.56,0.87,0.89,2.766754756871036,0.1259831017513709,0.5322846725323406,0.22,0.0113201009520362,0.0944427395276964,0.51,16.425,0.22,0.700752127124134,0.5547016174307767,0.0581400043974031,0.2620008400717505,16.370215494791665,73.19388182973316,0.2620011265856344,0.2275997086208164,26.32040672320545,87.65487835222764,0.0,0.1962853536321571,1.0550000000000002,0.0,0.6064297594488067,87.91844601412714,0.0115813408959383,0.6827991258624493,3.036466535433071,0.0,5.088396984924623,78.0065624885421,15.164098991252596,0.2620000058197627,2.3884895444361463,0.0125898017659544,22.520859375,0.62,22.58900961538461,787.0,70.2118701870187,0.89,37.55571706552314,0.21,3636.0,0.0
8113.0,91.46994865211808,17.30235316326386,90.57341162096117,20.15209150326797,0.2620000001306533,0.89,3683.0,0.54,0.56,84.53101257861636,14.760000000000002,3.963870943509616,20.433333333333334,3.4510932187730545,0.57,0.88,0.89,2.772222222222222,0.1573021213146807,0.516198821602574,0.23,0.0119499736653595,0.0944427395276964,0.52,15.32,0.25,0.6982554248586683,0.53415752386941,0.0345423842821469,0.2620006883644553,15.885365184294876,73.88819571865444,0.2620008602680292,0.2289292659657091,26.32040672320545,88.06059958952501,0.0,0.1944182846902925,1.045,0.0,0.6384073748667186,88.18083753784057,0.0124933771152327,0.6867877978971274,3.026291830708661,0.0,4.964394472361809,78.29544176504136,14.452549019607844,0.2620000103765946,2.362593353248693,0.013003039145105,21.733505859375,0.63,21.95871875,654.0,70.42471795550847,0.89,123.9308506159449,0.22,3776.0,0.0
7438.0,91.20648267008988,18.90567841226851,90.53862731733916,21.413210227272728,0.2620000001228186,0.89,3668.0,0.52,0.54,84.08727044025157,15.920000000000002,4.030540114182692,21.333076923076923,3.5044367094481115,0.55,0.87,0.89,2.839256198347108,0.0989806088050063,0.512504217357689,0.19,0.0112820355709437,0.0944427395276964,0.49,17.305,0.2,0.6596566417459597,0.5264517779769274,0.0340202191178692,0.2620006583280272,16.830334485176284,72.58569271758438,0.2620007807762028,0.2269427627413739,26.32040672320545,87.68008050196715,0.0,0.1681504728978774,1.06,0.0,0.6049263086828038,87.74648839556004,0.0116500620172107,0.6808282882241217,3.082098917322835,0.0,5.03980904522613,77.74771014988045,15.195181116232254,0.2620000031207776,2.391402165795369,0.0123914580324059,23.0719609375,0.61,23.38850240384616,563.0,70.11881041471781,0.89,81.77745043503955,0.18,3207.0,0.0
8438.0,90.03899871630296,33.46016970376822,89.5365010655301,23.93320197044335,0.2620000028445048,0.89,3754.0,0.46,0.49,82.09294339622642,19.15,4.149834735576923,24.7920197044335,3.656265307409925,0.49,0.86,0.89,2.877272727272727,0.1366451177019887,0.5012172837713147,0.1,0.0100662669123042,0.0944427395276964,0.43,19.365,0.1,0.3822468320144085,0.5427754952721672,0.0955101017742613,0.2620005757699248,19.17046624599359,73.6050157480315,0.262000961274741,0.2238274953145546,26.32040672320545,86.2826386254681,0.0,0.0606209113446651,1.08,0.0,0.5474324284351645,86.71597376387487,0.0105549243267563,0.6714824859436638,3.1974655511811023,0.0,5.352678391959799,76.55580607231471,17.200831467383193,0.2620000071823261,2.4186519790888723,0.0106372116132947,26.59597265625,0.56,26.765591346153847,1905.0,66.52590140338252,0.89,158.26961638014177,0.09,2779.0,0.0
7814.0,90.68100128369704,17.92397679026192,89.86595730397421,23.17922403003755,0.2620000000446234,0.89,3724.0,0.5,0.52,83.27524528301888,17.195,4.076412259615385,23.67666666666667,3.576403258321358,0.52,0.87,0.89,2.934830866807611,0.125016934367958,0.5197745643798345,0.15,0.0106989036833133,0.0944427395276964,0.47,18.085,0.16,0.6831769558785695,0.5125065094265983,0.0274486569389008,0.262000719013281,17.62830623998397,69.38175799086758,0.2620006583461696,0.2262364523555728,26.32040672320545,87.02403980747242,0.0,0.1835998014979097,1.05,0.0,0.5603460390657933,87.11587285570131,0.0108718106387122,0.6787093570667184,3.1757689468503933,0.0,5.170319095477386,75.56588684344307,16.596907187837278,0.2620000057051408,2.383121732636296,0.011406131549094,24.420044921875,0.59,24.38846153846153,438.0,67.44994523548742,0.89,71.02662235833452,0.15,3652.0,0.0
7765.0,90.79250320924262,17.790353797471855,90.33467580032556,22.73030303030303,0.2620000002527858,0.89,3686.0,0.5,0.52,83.15888050314464,16.925,4.051844200721154,22.72925925925926,3.579861075856415,0.53,0.87,0.89,2.884513742071882,0.1221626515611499,0.5273577341249848,0.16,0.0107778289695688,0.0944427395276964,0.48,17.560000000000002,0.17,0.6864073360961991,0.5320254123883164,0.0412566605703042,0.2620007896433159,17.45178495592949,70.38202362204726,0.2620008373219033,0.2264098485359925,26.32040672320545,87.1122641301634,0.0,0.185853673319372,1.05,0.0,0.5833058053402745,87.38540867810292,0.0106930359718685,0.6792295456079778,3.1294475885826767,0.0,5.228442211055277,76.32582150703173,16.114692010544722,0.2620000053748009,2.381693427931292,0.0117032072342855,24.240630859375003,0.59,24.06287980769231,635.0,68.26076509872242,0.89,300.5058616351316,0.16,3444.0,0.01
6958.0,90.49173299101412,23.913280440937736,90.36279163203103,23.19086134453781,0.2620000012155739,0.89,3609.0,0.48,0.51,83.35494968553459,17.64,4.067803485576923,24.10822510822511,3.533950595912538,0.51,0.87,0.89,2.815185950413224,0.0606294765671921,0.5048749600426456,0.13,0.0104499062931583,0.0944427395276964,0.46,18.695,0.14,0.5478087885513209,0.5344390559523718,0.0693642604894068,0.2620006011041934,18.052009815705127,73.43644263698629,0.2620008633551942,0.2259151628364877,26.32040672320545,87.01706106036318,0.0,0.1121728969812698,1.07,0.0,0.5826840433396895,87.20450050454086,0.0110073450289074,0.6777454885094633,3.1427349901574804,0.0,5.085937185929648,76.87406387600898,16.704757467725383,0.2620000008349482,2.3731796116504853,0.0117219405303953,25.11484375,0.58,24.97338221153846,1168.0,66.82295735900962,0.89,13.508614189492164,0.13,2181.0,0.0
8006.0,90.67419768934532,20.13612136272255,90.60970646344906,22.97807580174928,0.262000000397337,0.89,3543.0,0.5,0.52,83.3965786163522,16.96,4.048948317307692,23.905,3.542652715117596,0.52,0.87,0.89,2.7767441860465114,0.142572901574267,0.5202262615456485,0.15,0.010513919227158,0.0944427395276964,0.47,17.880000000000003,0.16,0.6308019088456887,0.536970382580534,0.0473086514482797,0.2620007230006871,17.568417467948716,72.64606194690266,0.2620008917325999,0.2266683617722689,26.32040672320545,87.13023858693113,0.0,0.1512413143326006,1.07,0.0,0.5822345984114555,87.31993945509586,0.0108564661533407,0.6800050853168069,3.1373954232283463,0.0,5.12494472361809,76.93120657251376,16.553273329265263,0.2620000080209102,2.365617998506348,0.011305542802432,24.336296875,0.59,24.32000721153846,791.0,67.53785130718954,0.89,50.28168174935104,0.15,3672.0,0.0
7740.0,90.66724005134787,17.319149558867625,89.9454501216545,23.29938440492476,0.2620000002063486,0.89,3699.0,0.49,0.52,83.29832704402516,17.285,4.062387319711538,22.78818181818182,3.567347798013147,0.52,0.87,0.89,2.888372093023256,0.0866663598432644,0.519681861718626,0.15,0.0103273311447525,0.0944427395276964,0.47,18.15,0.16,0.6978463988001191,0.5333147870569277,0.0389507723527085,0.2620007181982186,17.788400791266024,71.40405901116428,0.2620008511074506,0.2263198646692492,26.32040672320545,87.13430103986366,0.0,0.1941145325719469,1.0550000000000002,0.0,0.562197817075591,87.43733602421797,0.0104678388960983,0.6789595940077479,3.1488004429133856,0.0,5.1693090452261306,76.50803545981677,16.32531277204328,0.2620000022066243,2.383933905899925,0.0112834120780266,24.620697265625004,0.59,24.682117788461536,627.0,68.17459724663152,0.89,260.7244546909305,0.15,3414.0,0.0
8180.0,90.90786906290116,17.444957228326093,90.1730718336484,22.11809523809524,0.2620000006065299,0.9,3703.0,0.51,0.54,83.8228427672956,15.91,3.991575270432692,21.42023809523809,3.4795002065461715,0.54,0.87,0.89,2.755348837209302,0.1119662987632585,0.5202894770149625,0.18,0.010911842525737,0.0944427395276964,0.49,16.56,0.19,0.694785397427739,0.5382239999785667,0.0543131971375495,0.2620007235608523,17.00852959735577,71.98893422655298,0.2620009062106391,0.2304000166841675,26.32040672320545,87.44761030061386,0.0,0.1918600702022965,1.015,0.0,0.5867372120401718,87.6121190716448,0.0110849847813211,0.6912000500525026,3.101236466535433,0.0,5.0225703517587945,77.10210331474254,15.431227390180878,0.2620000042923033,2.3146938013442866,0.011673317346384,23.55450390625,0.61,23.47950961538461,821.0,69.14430388402626,0.9,117.2514453244968,0.18,3656.0,0.0
5900.0,90.21259306803591,60.301851113099865,88.63370503597123,29.96786206896552,0.2620000000025805,0.89,3614.0,0.45,0.49,82.61117610062894,20.385,4.040944260817308,29.89333333333333,3.5206454115910493,0.49,0.88,0.89,2.798890063424947,0.1119288660239558,0.492533214619232,0.09,0.0097601362604264,0.0944427395276964,0.43,22.77,0.09,0.1600257516405562,0.5036190722212187,0.0201037500211079,0.2620005204831823,20.561892477964744,80.0982075471698,0.2620005922598697,0.2274481434271832,26.32040672320545,86.52428027115603,0.0,0.0194819381995067,1.06,0.0,0.5306557747057941,86.74907164480324,0.0094780693107416,0.6823444302815497,3.172041092519685,0.0,5.078683417085427,78.81580620960649,20.886695155241267,0.2620000042886012,2.311211725168036,0.0095192977876889,28.758156250000003,0.56,28.886576923076927,53.0,67.71550604567847,0.9,33.61371703453244,0.09,2233.0,0.0
6793.0,89.9882028241335,53.86265637471041,89.05375297855441,24.690219780219778,0.2620000007269347,0.89,3777.0,0.46,0.49,82.57043396226415,18.095,4.106163611778846,28.31820728291316,3.5233681110744044,0.5,0.87,0.89,2.9904040404040404,0.1272143976493984,0.506945937154721,0.1,0.0101378250821475,0.0944427395276964,0.43,20.435,0.1,0.1927583562761756,0.5533666890657006,0.0577742713723357,0.2620006160324469,19.532006059695515,78.03419517102616,0.2620011064022892,0.2265552932167944,26.32040672320545,86.52552272294655,0.0,0.024298490376904,1.085,0.0,0.519629094794258,87.01793138244197,0.0102843015244263,0.6796658796503834,3.1796198326771656,0.0,5.057736180904524,78.03652658314058,18.666277034512326,0.262000005967919,2.3327483196415235,0.0103344056834161,26.849078125,0.56,27.640776442307693,497.0,67.0216315998412,0.9,-3.398318039780861,0.1,2519.0,0.0
7730.0,90.80029525032091,17.787013522666534,90.00812618211293,22.77626488095238,0.2620000011533401,0.89,3701.0,0.5,0.52,83.41496226415094,16.74,4.032970252403846,21.74679487179487,3.553719959662036,0.53,0.87,0.89,2.8735537190082647,0.0831959165846903,0.5214890241607512,0.16,0.0107626449726934,0.0944427395276964,0.48,17.27,0.17,0.6864881685544377,0.552610376103127,0.0680493589162774,0.2620007342901696,17.443866736778844,72.98278164924507,0.2620010951684325,0.2269762464824322,26.32040672320545,87.24537847186063,0.0,0.1859105053579609,1.05,0.0,0.5755505337914962,87.52087790111,0.0109517231478944,0.6809287394472967,3.1388718011811023,0.0,5.162532663316583,77.1838011373887,15.798871157251837,0.2620000019813311,2.3597554144884243,0.011617547641822,24.161916015625003,0.6,24.13671394230769,861.0,68.56049558080808,0.89,389.035140905082,0.16,3168.0,0.0
7431.0,90.89636713735558,17.45039301989663,90.40060945945946,21.5979797979798,0.2620000000697731,0.89,3700.0,0.5,0.53,83.58407547169811,16.295,3.998753004807692,20.790909090909093,3.516958051344503,0.53,0.87,0.89,2.8252066115702483,0.0793330913747966,0.5229995282780576,0.17,0.0116927557490539,0.0944427395276964,0.48,16.634999999999998,0.18,0.694653248416331,0.5205788912215856,0.0299360527617058,0.2620007480754532,17.011013521634617,70.54140350877192,0.2620007261321029,0.2278962639374888,26.32040672320545,87.30774592182046,0.0,0.1917634777921523,1.05,0.0,0.5976985540490292,87.44279515640767,0.0112860988016588,0.6836887918124666,3.0716596948818897,0.0,5.112756281407036,76.34926386472853,15.071365166819712,0.2620000017465522,2.366458177744585,0.0119526450029079,23.60722265625001,0.6,23.427064903846155,456.0,68.1057786259542,0.89,89.95205786977994,0.17,3275.0,0.0
6045.0,90.49935815147626,28.25940572256598,90.19830484729616,22.32051724137932,0.2620000004260475,0.89,3569.0,0.47,0.5,83.56488050314465,17.145,4.010426682692308,24.246022727272727,3.476524713443856,0.5,0.88,0.89,2.7009740259740256,0.0306060012470233,0.4909940839529059,0.11,0.0101666696467521,0.0944427395276964,0.44,18.115,0.12,0.4645188431086545,0.5183019250149359,0.0483675903168385,0.262000511344341,18.602967447916665,67.45610542476969,0.2620007061960512,0.2274281641439357,26.32040672320545,86.99535166724833,0.0,0.0829654898255274,1.05,0.0,0.5838301826443697,86.9218163471241,0.0102166429826226,0.6822844924318072,3.078617125984252,0.0,4.9529547738693465,72.60093751341488,16.422504664875355,0.2620000000774738,2.3980022404779686,0.0105727732722667,25.52198046875,0.57,26.27649519230769,977.0,60.14840226817879,0.89,66.7490072913588,0.1,1499.0,0.0
5981.0,90.19115532734276,26.89406207927854,90.33751918859647,23.82274436090225,0.2620000006662345,0.89,3648.0,0.45,0.49,82.76858490566038,17.895,4.108976862980769,27.051578947368423,3.555752705320053,0.5,0.87,0.89,2.8603065539112054,0.0355934710677993,0.5122210420212256,0.1,0.0101493920148474,0.0944427395276964,0.43,19.21,0.11,0.4892211890418184,0.551236782223112,0.0560705294198849,0.262000656091204,19.51547546073718,75.36589775561097,0.2620010751287893,0.2252482805561468,26.32040672320545,86.55629417117596,0.0,0.0908187492369329,1.08,0.0,0.5597850601741776,86.70914228052473,0.0104361411179247,0.6757448416684405,3.183101624015748,0.0,5.103489949748743,75.53227222764677,17.91154328739396,0.2620000001471489,2.3806665421956685,0.0101917090514146,26.86471875,0.56,27.57273076923077,802.0,60.89339973873285,0.89,21.543775529261552,0.09,1531.0,0.0
7290.0,91.3936328626444,18.531629718064465,90.97739262114538,19.168229166666663,0.2620000004045405,0.89,3632.0,0.52,0.56,84.55467924528303,14.345,3.923414963942308,18.218055555555555,3.4315965983674483,0.57,0.88,0.89,2.7185950413223146,0.0875215208639821,0.511505413241661,0.24,0.0129726915786402,0.0944427395276964,0.5,14.59,0.25,0.6685714775614393,0.534106722605178,0.047577932234027,0.2620006504787054,15.9170546875,73.47546897546897,0.2620008597124058,0.2296335329849664,26.32040672320545,87.98033545205385,0.0,0.1738152237085049,1.035,0.0,0.6366954331303891,87.99269424823412,0.0134223292259383,0.6889005989548993,3.004952017716536,0.0,4.948874371859297,77.97165257267696,13.368293254514846,0.2620000022642658,2.3409634055265123,0.0145952212997196,21.86150390625,0.62,21.96624519230769,693.0,69.46209612141652,0.89,88.07708333250037,0.22,2965.0,0.0
7345.0,91.2412323491656,20.7670745578965,90.62634630872483,20.27504244482173,0.262000000344297,0.89,3725.0,0.51,0.54,84.17267924528302,15.51,3.9941781850961537,19.101775147929,3.496129674463017,0.55,0.87,0.89,2.7973044397463003,0.0865354713386773,0.522172565993196,0.2,0.0120545577228656,0.0944427395276964,0.48,15.64,0.21,0.6163186105587275,0.5398382628229282,0.0452437613437706,0.262000740489998,16.768571514423076,72.82182170542636,0.2620009252829516,0.2280711784196073,26.32040672320545,87.6877552607126,0.0,0.1434894367009427,1.0550000000000002,0.0,0.6043538028136398,87.64935418768921,0.0126132596045913,0.6842135352588219,3.0884165846456693,0.0,5.045183417085427,77.53281402767325,14.058040677499008,0.2620000021978766,2.354789021657954,0.0136297437162816,23.091550781250003,0.6,23.21998557692308,774.0,69.15027406886858,0.89,227.1723911093513,0.19,2846.0,0.0
7528.0,90.6707702182285,17.429665476262848,90.18657442235356,24.349055232558143,0.2620000007146701,0.89,3722.0,0.48,0.51,83.09608805031446,18.75,4.053140024038462,23.79375,3.5358180646057407,0.51,0.87,0.89,2.846723044397463,0.0646558394006435,0.518370100674016,0.12,0.0101029471488042,0.0944427395276964,0.45,19.73,0.13,0.695157202476306,0.539609515176343,0.0574362521604742,0.2620007067833217,18.51509940905449,72.18384708737865,0.2620009225504237,0.2264566425555058,26.32040672320545,86.9591545725281,0.0,0.1921321608286663,1.045,0.0,0.5821897099276291,87.11060544904137,0.0101799124636119,0.6793699276665176,3.124083415354331,0.0,5.114065326633166,76.31834752314124,16.99650942565187,0.262000001000875,2.369305451829724,0.0116682287160488,25.828970703125,0.58,25.663187500000003,824.0,66.58462105969149,0.89,168.22640240091334,0.12,2982.0,0.0
7472.0,90.9154428754814,18.71662042749585,90.75404135853192,24.52017045454545,0.262000000660077,0.89,3651.0,0.48,0.51,83.28549685534591,18.76,4.014813701923076,23.399489795918367,3.515693782077152,0.51,0.87,0.89,2.788119834710744,0.0728883856202478,0.5199751415355546,0.12,0.0100882733986616,0.0944427395276964,0.45,19.065,0.13,0.6641548801453144,0.5450024581742883,0.0558932178508664,0.2620007207806177,18.56856345152244,72.7491923076923,0.2620009897239826,0.2281608287195194,26.32040672320545,87.12461865901442,0.0,0.1709808749459251,1.035,0.0,0.5837156390213087,87.17291624621596,0.0103556584002386,0.6844824861585583,3.1327940452755905,0.0,5.0797185929648245,76.92062463871399,16.902593361724854,0.2620000013912155,2.334568707991038,0.0111551259098802,25.918419921875003,0.58,25.77245673076923,780.0,67.25864024991779,0.89,226.87942995623223,0.12,3041.0,0.0
7191.0,90.50608472400512,26.282932925941683,89.81239436619718,25.952272727272728,0.2620000000160257,0.89,3692.0,0.45,0.49,82.78652201257862,20.595,4.167390324519231,27.948,3.563785580702259,0.49,0.87,0.89,2.9297474747474745,0.0917000385970932,0.5114088125929213,0.09,0.01004530855979,0.0944427395276964,0.42,22.165,0.09,0.5007123840139445,0.5278023576185371,0.0235177973006311,0.2620006497254863,19.99967708333333,74.18932397959183,0.2620007940398752,0.2263510767640823,26.32040672320545,86.68979928555483,0.0,0.0946867232385989,1.085,0.0,0.5475942738394891,86.77679112008072,0.0099841382822327,0.6790532302922471,3.2694697342519685,0.0,5.043246231155779,76.40080880810712,18.943340067340067,0.2620000025582431,2.378640776699029,0.0135560578874508,27.631535156250003,0.56,28.200105769230767,392.0,65.20070807853234,0.89,360.2315148590698,0.08,3107.0,0.0
