feature,importance
chain_pair_pae_min_AH,0.04807854432103813
avg_interface_pae,0.04409060524764467
interface_pae_AL,0.04036430989834385
pdockq2,0.03807970334821693
chain_pair_pae_min_AL,0.03323369937261559
pdockq2_AH,0.03207083267525156
interface_pae_AH,0.03181025013566385
avg_pair_pae,0.028257975605188907
contacts_AH,0.027829270979570307
avg_LIS,0.02747143568167522
LIS_AH,0.025920441468067542
chain_plddt_A,0.025399927218256433
iptm_H,0.025009044185883414
avg_model_plddt,0.024842552094591505
pdockq2_AL,0.024755210665044564
iptm_L,0.024578294157433043
chain_pair_pae_AH,0.02443506450315847
model_rmsd_scale,0.02056537830842568
chain_pair_pae_AL,0.019583293482577972
chain_plddt_H,0.01867146843807668
chain_pae_A,0.01822559684868443
chain_pair_iptm_AH,0.01813919449784662
contacts_AL,0.018085179083814726
query_avg_RMSD,0.017605927261399788
interface_plddt_AL,0.01750701936806163
model_avg_RMSD,0.014923528709212694
iptm_A,0.014537279776688262
LIS_AL,0.01365878307500824
avg_internal_pae,0.013423331697151703
interface_plddt_AH,0.013295122708076767
contacts_HL,0.013163545670087524
chain_pae_L,0.013144325481183187
mpdockq_AH,0.013005858942086754
del_G_B,0.012626868421340778
chain_plddt_L,0.012507911251820516
pTM,0.012321262222316843
mpdockq,0.012273441513544625
ptm_A,0.011910916961186164
pdockq,0.011762113517436168
ranking_confidence,0.011591865626062823
pdockq_AH,0.010956942447524851
chain_pair_iptm_AL,0.010025930204677375
ipTM,0.010018087752639002
pdockq_AL,0.008878646114659331
interface_plddt_HL,0.008827423901368365
avg_interface_plddt,0.008601327917584606
pdockq2_HL,0.008339308264806026
chain_pae_H,0.008264388798732033
LIS_HL,0.00781895081114556
interface_pae_HL,0.0066437993236756684
chain_pair_pae_HL,0.006359086576020552
total_contacts,0.005785869324400196
chain_pair_pae_min_HL,0.005697896248547661
mpdockq_HL,0.0050104819626970755
mpdockq_AL,0.004971921616935372
pdockq_HL,0.004555835256573744
ptm_L,0.003731108188759093
chain_pair_iptm_HL,0.003477407648903531
ptm_H,0.002736077110499415
fraction_disordered,0.000543136110116105
has_clash,0.0
