feature,mean_abs_shap
chain_pair_iptm_AL,0.054829551232121555
iptm_L,0.03917393626535444
query_avg_RMSD,0.0334962940354654
chain_pair_iptm_AH,0.021610942484872487
model_avg_RMSD,0.0157940573192253
chain_pair_pae_min_AH,0.015112636113048469
avg_model_plddt,0.013371984809243235
interface_plddt_AH,0.010269255528455406
scaled_model_RMSD,0.008694895337008141
iptm_A,0.008649713253230783
chain_plddt_A,0.0068285304505509205
pdockq2_HL,0.006379154837156121
chain_plddt_L,0.006217718889387145
interface_pae_AH,0.006167009292498063
LIS_AH,0.00611699867330512
interface_plddt_AL,0.005260331588947074
chain_plddt_H,0.004923661595025051
pdockq_AH,0.004718864845161072
interface_plddt_HL,0.0046660735620293785
contacts_AL,0.004616780154730013
pdockq,0.004544300698085975
avg_interface_plddt,0.004180849555887128
scaled_RMSD_ratio,0.0040229250700275585
chain_pair_pae_min_AL,0.0037335822896897657
avg_interface_pae,0.0037269855070714043
pdockq2_AH,0.003635674082052385
pdockq_HL,0.003529439627547999
chain_pair_pae_AH,0.0034033476597024833
chain_pair_pae_AL,0.0032311746793640913
chain_pae_A,0.003129355756351703
chain_pair_pae_min_HL,0.002864979590758909
contacts_AH,0.0028178329902785806
iptm_H,0.002679839300500571
avg_internal_pae,0.0025271671786627837
chain_pae_L,0.0025068058951503154
scaled_query_RMSD,0.0024061589536742618
chain_pair_pae_HL,0.0023244859761492134
contacts_HL,0.00221785246997331
avg_pair_pae,0.002182000457360627
total_contacts,0.0020847461006285027
LIS_HL,0.002077660238052026
ipTM,0.0018560499409761497
interface_pae_HL,0.0017492821916813947
pTM,0.0017322283005956746
pdockq_AL,0.0014251951540100634
ptm_A,0.001410258316888703
pdockq2,0.0013834961881095615
LIS_AL,0.001381314119130522
chain_pae_H,0.0012380807531645866
interface_pae_AL,0.0012029864504233944
mpdockq_AH,0.0011890427522751237
ranking_confidence,0.001110181489287809
pdockq2_AL,0.0009707978403685739
avg_LIS,0.0009579524454467851
del_G_B,0.0009032580778474459
mpdockq_AL,0.000797885938684427
ptm_H,0.0007658148529349411
chain_pair_iptm_HL,0.0006052068795462128
ptm_L,0.0005844780152374281
mpdockq,0.0005766070343494443
mpdockq_HL,0.00037125752706407923
fraction_disordered,0.00013740577600827148
has_clash,0.0
