feature,importance
chain_pair_iptm_AL,0.1415623860633633
iptm_H,0.10043836060820996
iptm_A,0.09334441891712816
iptm_L,0.07468090596509372
chain_pair_pae_min_AL,0.05792032366929846
chain_pair_pae_min_AH,0.05165510161133861
avg_interface_pae,0.03780442902484988
chain_pair_iptm_AH,0.037424376766582126
interface_pae_AH,0.025799452200198345
LIS_AL,0.02464109835048564
avg_model_plddt,0.023758370512329978
LIS_AH,0.01843001159362808
interface_plddt_AH,0.018285483484148192
avg_LIS,0.017819816495517154
ipTM,0.0172573300062625
interface_pae_AL,0.017218988832341978
pdockq2_AH,0.017057110917338764
interface_plddt_AL,0.01692074652489463
ranking_confidence,0.015588171260583596
model_avg_RMSD,0.014152369924076503
avg_interface_plddt,0.01121174872816285
chain_pair_pae_AH,0.01032838541559465
pdockq2,0.009612671716730796
scaled_model_RMSD,0.008951432993039419
chain_plddt_A,0.007968467879321296
query_avg_RMSD,0.006898204434581861
scaled_query_RMSD,0.006364230121615475
scaled_RMSD_ratio,0.006282148159426026
contacts_AL,0.0053012986849862685
pdockq_AL,0.004930639240973317
chain_pae_H,0.004758717474994956
pdockq_AH,0.004707436236259293
pdockq,0.004676269783906427
mpdockq_AH,0.004568997885761
contacts_HL,0.0043911778461949175
chain_plddt_H,0.004189283969314886
pdockq2_HL,0.004138403894871319
pdockq_HL,0.004075135558942877
chain_pae_A,0.003929173988945577
avg_internal_pae,0.003896188175506922
ptm_A,0.003780868166018015
mpdockq_HL,0.0036764314952997877
interface_pae_HL,0.0036713836002582874
mpdockq,0.0036224815662085083
avg_pair_pae,0.0034502854120317386
contacts_AH,0.0032709115639238183
chain_plddt_L,0.00323814708485771
chain_pair_pae_HL,0.003027276846168763
mpdockq_AL,0.002982880004574791
chain_pae_L,0.002970794630348107
del_G_B,0.002950691328785414
interface_plddt_HL,0.0028294042858737567
LIS_HL,0.0028056834209153154
chain_pair_pae_AL,0.0026624250637030957
total_contacts,0.002412152689815163
chain_pair_pae_min_HL,0.0023599266418182436
pdockq2_AL,0.002113553189314561
pTM,0.0014292002940448649
chain_pair_iptm_HL,0.0010550424020327632
ptm_H,0.0009905427279753218
ptm_L,0.0008874043333165992
fraction_disordered,0.0008732483359153796
has_clash,0.0
