feature,mean_abs_shap
mpdockq_AH,74.76676077870702
chain_pair_pae_AL,0.5170972284408766
chain_pair_pae_AH,0.4966599018103512
LIS_AH,0.32788876852450466
LIS_AL,0.25149834834593177
chain_pair_iptm_AH,0.18818047041811176
interface_pae_AH,0.15996622378325645
iptm_L,0.15309374621562927
pdockq2,0.1481646505775095
iptm_A,0.14130398993105409
ipTM,0.11930584584996969
scaled_model_RMSD,0.11767641540212226
interface_pae_AL,0.10282846402475815
chain_pair_pae_HL,0.10097401931084696
chain_plddt_H,0.09624411053697517
scaled_query_RMSD,0.09209790102640623
pdockq2_AH,0.07559796908616077
LIS_HL,0.07517778042622973
chain_pair_pae_min_AL,0.0710515200378491
chain_pae_H,0.06779108241085052
chain_plddt_L,0.0633955389425483
ptm_A,0.0628236207428089
chain_pair_pae_min_HL,0.059684592083215575
chain_pae_A,0.058640466415759464
chain_pair_iptm_AL,0.05747485778592992
ranking_confidence,0.0493107437150332
pdockq,0.04892836355034949
chain_plddt_A,0.04832849660687804
avg_interface_pae,0.04237074720640618
pdockq2_AL,0.04106443940126229
interface_plddt_HL,0.0397696636306047
interface_pae_HL,0.0392162310176505
chain_pair_pae_min_AH,0.03673775580518113
avg_LIS,0.035683627767934524
pdockq_AL,0.030350351630706353
query_avg_RMSD,0.029205078279350385
mpdockq,0.02595969044210642
ptm_H,0.02540672553689432
pTM,0.024266183109049568
iptm_H,0.023983100933243018
mpdockq_HL,0.023947149959922837
avg_internal_pae,0.021646487243914124
pdockq_AH,0.020414731277159724
fraction_disordered,0.016877442963966097
scaled_RMSD_ratio,0.01657301233195715
chain_pair_iptm_HL,0.01596411725044487
model_avg_RMSD,0.015828595526629602
contacts_AH,0.015680033680473215
avg_model_plddt,0.014766993704781647
interface_plddt_AL,0.013365644168704552
ptm_L,0.012368151176412205
contacts_HL,0.011859329468446186
avg_interface_plddt,0.011819810780505672
interface_plddt_AH,0.010803924575364726
contacts_AL,0.008778003973717844
pdockq2_HL,0.006980440208372694
avg_pair_pae,0.0062571895981048675
pdockq_HL,0.005899593223194637
chain_pae_L,0.00538517260687918
del_G_B,0.004767225397215045
total_contacts,0.004459804726349195
mpdockq_AL,3.494517339599979e-05
has_clash,0.0
