feature,importance
chain_pair_iptm_AH,189.38157653808594
chain_pair_iptm_AL,138.59030151367188
interface_pae_AH,106.27308654785156
avg_interface_pae,96.08251190185547
iptm_A,45.40494918823242
LIS_AH,20.16805648803711
pdockq,16.024065017700195
iptm_L,15.768217086791992
query_avg_RMSD,13.66435718536377
fraction_disordered,12.637802124023438
chain_pae_A,11.069986343383789
ipTM,10.454331398010254
chain_plddt_A,10.320758819580078
chain_plddt_L,8.2527494430542
pTM,7.829960346221924
contacts_AL,6.061883926391602
pdockq2_AL,5.8328704833984375
ranking_confidence,5.751216888427734
mpdockq_HL,5.651450157165527
avg_interface_plddt,5.558285713195801
pdockq_AL,5.1573100090026855
pdockq_HL,4.747127532958984
interface_plddt_HL,4.630642890930176
chain_plddt_H,4.606096267700195
avg_model_plddt,4.2234320640563965
model_rmsd_scale,4.20292329788208
total_contacts,4.151206970214844
contacts_AH,4.136965751647949
model_avg_RMSD,3.8831863403320312
mpdockq_AL,3.7720537185668945
avg_internal_pae,3.6967833042144775
chain_pair_pae_AH,3.6924164295196533
pdockq2,3.4922733306884766
avg_pair_pae,3.287893056869507
contacts_HL,3.2369606494903564
chain_pair_pae_min_AH,3.1656992435455322
interface_plddt_AH,3.137866258621216
chain_pair_pae_min_AL,3.09539794921875
pdockq2_AH,3.0695300102233887
chain_pair_pae_HL,3.049400806427002
avg_LIS,2.9921796321868896
chain_pae_L,2.9636788368225098
interface_pae_HL,2.9050345420837402
LIS_HL,2.8309247493743896
pdockq_AH,2.8154711723327637
pdockq2_HL,2.755509853363037
chain_pair_iptm_HL,2.6480109691619873
interface_pae_AL,2.6476824283599854
mpdockq,2.5464274883270264
LIS_AL,2.53363037109375
interface_plddt_AL,2.44372296333313
chain_pair_pae_AL,2.4335265159606934
chain_pae_H,2.431361198425293
mpdockq_AH,2.254708766937256
ptm_A,2.000275135040283
chain_pair_pae_min_HL,1.8412877321243286
del_G_B,1.6754755973815918
iptm_H,1.6519081592559814
ptm_H,1.3719284534454346
ptm_L,1.0808392763137817
